job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,last_seen,active,Location,url,Education,Salary,first_seen
2859184,Research Data Engineer (m/f/x),Ruhr-Universität Bochum,Python,"XML, TEI XML, eXist-db, TEI Publisher","English: B2, German: B2",1-3 years,"Part-time, Full-time",Research Associate,Profession,2026-03-25,True,Bochum,https://www.profession.hu/allas/research-data-engineer-m-f-x-ruhr-universit-t-bochum-2859184?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master,,2026-03-20
2859178,Principal Consultant (f/m/d) Business Data Strategy & Advisory - Data Architect (f/m/d),SAP SE,,"SAP ANALYTICS CLOUD, CHANGE MANAGEMENT, AWS, AZURE, APACHE","English, German",Berufserfahren,Full-time,"Vollzeit, unbefristet",Profession,2026-03-25,True,Németország,https://www.profession.hu/allas/principal-consultant-f-m-d-business-data-strategy-advisory-data-architect-f-m-d-sap-se-2859178?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2859173,Researcher (m/f/x) – AI-Enhanced Streaming Data Systems,Ruhr-Universität Bochum,Python,"DATABASE, PYTHON, LINUX, .HTML., MACHINE LEARNING, DATA MANAGEMENT","English: B2, German: B2",1-3 years,Hybrid,Full-time,Profession,2026-03-25,True,Bochum,https://www.profession.hu/allas/researcher-m-f-x-ai-enhanced-streaming-data-systems-ruhr-universit-t-bochum-2859173?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master's or equivalent in computer science or a closely related field,,2026-03-20
2859170,Senior SAP Consultant FI/CO (f/m/div.),Bosch Gruppe,,"SAP ERP/R3, S4/Hana","English: B2, German: B2",1-3 years,Hybrid,Full-time,Profession,2026-03-25,True,Wetzlar,https://www.profession.hu/allas/senior-sap-consultant-fi-co-f-m-div-bosch-gruppe-2859170?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2859169,Research associate (m/f/x),Ruhr-Universität Bochum,Python,,English: B2,1-3 years,Hybrid,Full-time,Profession,2026-03-23,False,Bochum,https://www.profession.hu/allas/research-associate-m-f-x-ruhr-universit-t-bochum-2859169?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master,,2026-03-20
2859168,"full-time PhD position ( m,f,x) for 3 years with 39,83 hours per week",Ruhr-Universität Bochum,,".HTML, SECURITY WORD",English: B2,1-3 years,Hybrid,Full-time,Profession,2026-03-23,False,Ruhr metropolitan region,https://www.profession.hu/allas/full-time-phd-position-m-f-x-for-years-with-hours-per-week-ruhr-universit-t-bochum-2859168?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master,,2026-03-20
2859167,"Postdoctoral Researcher (m,f,x) in Machine Learning Potentials, Theoretical Chemistry II, Research Alliance Ruhr",Ruhr-Universität Bochum,"Python, Fortran",,"English: B2, German: B2",3-5 years,Full-time,Fixed-term,Profession,2026-03-25,True,Bochum,https://www.profession.hu/allas/postdoctoral-researcher-m-f-x-in-machine-learning-potentials-theoretical-chemistry-ii-research-alliance-ruhr-ruhr-universit-t-bochum-2859167?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,PhD,,2026-03-20
2859165,Researcher (m/f/x) on Autonomous Cloud-Edge Continuum Orchestration,Ruhr-Universität Bochum,"Python, C/C++, Java","Kubernetes, ClusterAPI, PyTorch, JAX, ns-3, OMNeT++, FPGA, embedded systems",English: B2,1-3 years,Hybrid,Full-time,Profession,2026-03-23,False,Bochum,https://www.profession.hu/allas/researcher-m-f-x-on-autonomous-cloud-edge-continuum-orchestration-ruhr-universit-t-bochum-2859165?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Master's degree in Electrical Engineering, Computer Science, Telecommunications, or a related field",,2026-03-20
2859162,Senior SAP Consultant CO (f/m/div.),Bosch Gruppe,,"SAP ERP/R3, S4/Hana","English: B2, German: B2",1-3 years,Hybrid,Full-time,Profession,2026-03-25,True,Wetzlar,https://www.profession.hu/allas/senior-sap-consultant-co-f-m-div-bosch-gruppe-2859162?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2859157,Researcher (m/f/x) in Distributed Intelligence and Learning Across the Cloud-Edge Continuum,Ruhr-Universität Bochum,"Python, C/C++, Java","PyTorch, JAX, ns-3, OMNeT++, FPGA, embedded systems","English: B2, German: B2",1-3 years,Hybrid,Full-time,Profession,2026-03-23,False,Bochum,https://www.profession.hu/allas/researcher-m-f-x-in-distributed-intelligence-and-learning-across-the-cloud-edge-continuum-ruhr-universit-t-bochum-2859157?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Master's degree in machine learning, computer science, or a related field",,2026-03-20
2859149,Working Student (m/f/d) - Software Engineering for Adobe Cloud Platform,Adobe Systems Europe Limited,"Java, Spring Framework","ADOBE CLOUD, JAVA, AWS, TESTING, GIT","English: B2, German: B2",1-3 years,Hybrid,Full-time,Profession,2026-03-25,True,Hamburg,https://www.profession.hu/allas/working-student-m-f-d-software-engineering-for-adobe-cloud-platform-adobe-systems-europe-limited-2859149?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2859146,"Researcher (75%, m/f/x) - Computational Linguistics",Ruhr-Universität Bochum,Python,"HTML, MACHINE LEARNING","English: B2, German: B2",1-3 years,Part-time (29.87 hours/week = 75%),"Fixed-term, 42 months",Profession,2026-03-25,True,Bochum,https://www.profession.hu/allas/researcher-m-f-x-computational-linguistics-ruhr-universit-t-bochum-2859146?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master's degree in computational linguistics or a related subject,,2026-03-20
2859141,Principal Consultant (f/m/d) Business Data Strategy & Advisory - Data Architect (f/m/d),SAP SE,,"SAP ANALYTICS CLOUD, CHANGE MANAGEMENT, AWS, AZURE, APACHE","English, German",Berufserfahren,Full-time,"Vollzeit, unbefristet",Profession,2026-03-25,True,Németország,https://www.profession.hu/allas/principal-consultant-f-m-d-business-data-strategy-advisory-data-architect-f-m-d-sap-se-2859141?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2859138,Data Architect Global Program Lead (f/m/d),SAP SE,,SAP @SAP,English: B2,1-3 years,"Vollzeit, unbefristet",Full-time,Profession,2026-03-25,True,Németország,https://www.profession.hu/allas/data-architect-global-program-lead-f-m-d-sap-se-2859138?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Egyetem,,2026-03-20
2859137,"PhD researcher on German legal question answering (m,f,x)",Ruhr-Universität Bochum,,.HTML,"English: C1, German: C1",1-3 years,Hybrid,Full-time,Profession,2026-03-25,True,Bochum,https://www.profession.hu/allas/phd-researcher-on-german-legal-question-answering-m-f-x-ruhr-universit-t-bochum-2859137?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Master degree in computer science or related fields (AI, mathematics, statistics)",,2026-03-20
2859134,Research assistant (WHB) (m/f/x) with a Bachelor's degree,Ruhr-Universität Bochum,"MATLAB, Python",,English: B2,0-1 years,Part-time (8 hours/week),"Fixed-term, part-time",Profession,2026-03-22,False,Bochum,https://www.profession.hu/allas/research-assistant-whb-m-f-x-with-a-bachelor-s-degree-ruhr-universit-t-bochum-2859134?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor's degree,16.30 €/hour,2026-03-20
2859129,"PhD (m/f/x) for 3 years with 39,83 hours per week, TV-L E13",Ruhr-Universität Bochum,Python,"Ansys Fluent, OpenFOAM",English: B2,1-3 years,Full-time,Fixed-term,Profession,2026-03-25,True,Bochum,https://www.profession.hu/allas/phd-m-f-x-for-years-with-hours-per-week-tv-l-e-ruhr-universit-t-bochum-2859129?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master,,2026-03-20
2859124,Principal Consultant (f/m/d) Business Data Strategy & Advisory - Data Architect (f/m/d),SAP SE,,"SAP ANALYTICS CLOUD, CHANGE MANAGEMENT, AWS, AZURE, APACHE","English, German",Berufserfahren,Full-time,"Vollzeit, unbefristet",Profession,2026-03-25,True,Németország,https://www.profession.hu/allas/principal-consultant-f-m-d-business-data-strategy-advisory-data-architect-f-m-d-sap-se-2859124?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2859086,C++ Software Developer (f/m/d) for Speech Recognition and Understanding Systems,EML Speech Technology GmbH,C++,"GIT, MAVEN, JENKINS",English: B2,1-3 years,Home-Office,Full-time,Profession,2026-03-25,True,Németország,https://www.profession.hu/allas/c-software-developer-f-m-d-for-speech-recognition-and-understanding-systems-eml-speech-technology-gmbh-2859086?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Főiskola,,2026-03-20
2859082,Solution Architect (m/f/d) – Logistics,Techtronic Industries ELC GmbH,,"SAP S/4HANA, API, NETWORK, CLOUD, DATABASES, ERP, REST",English: B2,1-3 years,On-site with home office,Full-time,Profession,2026-03-25,True,Winnenden,https://www.profession.hu/allas/solution-architect-m-f-d-logistics-techtronic-industries-elc-gmbh-2859082?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858659,"Senior Project Manager Digital Platforms, 80-100%",AO Foundation,,"NETWORK SECURITY, CMS PROJECT MANAGEMENT",Angol középfok,5-10 év tapasztalat,Teljes munkaidő Általános munkarend,Full-time,Profession,2026-03-25,True,Svájc,https://www.profession.hu/allas/senior-project-manager-digital-platforms-ao-foundation-2858659?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858649,SAP ABAP / Fiori Developer,United Machining,"SAP ABAP, UI5","SAP Fiori, SAP Gateway, SE80/SE11, ALV, Forms (SmartForms/Adobe), CDS Views, REST APIs, Web IDE/BAS",,5+ years,Full-time,Full-time,Profession,2026-03-25,True,Switzerland,https://www.profession.hu/allas/sap-abap-fiori-developer-united-machining-2858649?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858648,Senior SAP BTP & Cloud Integration Developer  100%,Franke Group,"JavaScript, ABAP, SQL","SAP BTP, SAP CPI, SAP Fiori Elements, Azure Databricks, Git, CI/CD, Docker, Automated testing",English: B2,3-5 years,On-site,Full-time,Profession,2026-03-25,True,Aarburg,https://www.profession.hu/allas/senior-sap-btp-cloud-integration-developer-franke-group-2858648?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Bachelor's or Master's degree in Computer Science, Business Informatics or a related field (or equivalent practical experience)",,2026-03-20
2858388,Programozó,DREAM4SYS Kft.,"MYSQL, JQUERY, JAVASCRIPT, GIT, BOOTSTRAP, LARAVEL, PHPUNIT, VUE, JIRA, CONFLUENCE, JENKINS","Laptop, MYSQL, JQUERY, JAVASCRIPT, GIT, BOOTSTRAP, LARAVEL, PHPUNIT, VUE, JIRA, CONFLUENCE, JENKINS",English: B2,,,Full-time,Profession,2026-03-25,True,,https://www.profession.hu/allas/programozo-dream-sys-kft-2858388?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,,2026-03-20
2858384,SAFe Product Manager,DruIT Szolgáltató Zrt.,,"API, AGILE, AGILIS",English: B2,5-10 év tapasztalat,Hibrid,Teljes munkaidő,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/safe-product-manager-druit-szolgaltato-zrt-2858384?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858380,Machine Learning Engineering Manager - Identity Verification,SEON Technologies Kft.,"DOCKER, BACKEND, SECURITY, CLOUD, AWS, MACHINE LEARNING, FRONTEND, AGILE","DOCKER, KUBERNETES, TERRAFORM",English: B2,3-5 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/machine-learning-engineering-manager-identity-verification-seon-technologies-kft-2858380?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858378,Senior Business Analyst,DruIT Szolgáltató Zrt.,,,,5-10 év tapasztalat,Hibrid,Teljes munkaidő,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-business-analyst-druit-szolgaltato-zrt-2858378?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858376,Test Manager,DruIT Szolgáltató Zrt.,"Python, Robot Framework","GIT, JIRA, Gherkin",English: B2,3-5 év tapasztalat,Hibrid,Teljes munkaidő (Full-time),Profession,2026-03-23,False,Budapest,https://www.profession.hu/allas/test-manager-druit-szolgaltato-zrt-2858376?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Főiskola (Bachelor),,2026-03-20
2858373,Senior Test Automation Engineer – Mobile & Frontend: POS Customer Alkalmazások,DruIT Szolgáltató Zrt.,"JIRA, TEST AUTOMATION, ANDROID, CONFLUENCE, FRONTEND, REACT","WebdriverIO, Appium, BrowserStack device-farm",English: B2,5+ év,Hibrid,Teljes munkaidő,Profession,2026-03-20,False,Budapest,https://www.profession.hu/allas/senior-test-automation-engineer-mobile-frontend-pos-customer-alkalmazasok-druit-szolgaltato-zrt-2858373?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858371,SAP FICO Consultant,NTT Magyarország Kft.,"SAP ABAP, ABAP","SAP S/4 HANA, SAP FI-CO",English: B2,5-10 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/sap-fico-consultant-ntt-magyarorszag-kft-2858371?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Főiskola (Bachelor),,2026-03-20
2858370,IT Business Analyst,GITMAX IT Services Zrt.,,"UML, AGILE, TESTING, SCRUM, BPMN","English: B2, Russian: B2, Ukrainian: B2",3-5 év tapasztalat,Általános munkarend,Teljes munkaidő,Profession,2026-03-25,True,,https://www.profession.hu/allas/it-business-analyst-gitmax-it-services-zrt-2858370?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858368,Java Fullstack Software Engineer,SEON Technologies Kft.,"TypeScript, Java, SpringBoot, REST, RDBMS","Docker, AWS",English: C1,3-5 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/java-fullstack-software-engineer-seon-technologies-kft-budapest-2858368?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858361,Senior Product Manager,SEON Technologies Kft.,"REST, AGILE, SCRUM, JIRA, API, POSTMAN, DEBUGGING","ACCESS, ANALYTICS, TESTING",English: B2,5-10 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-product-manager-seon-technologies-kft-2858361?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858359,Senior QA Manager,SEON Technologies Kft.,"Python, Java","JUNIT, SELENIUM, GIT, DATABASES, AUTOMATED TESTS",,3-5 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-qa-manager-seon-technologies-kft-2858359?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858357,Data Researcher (Client Relationships & Service),GITMAX IT Services Zrt.,"Python, SQL","PYTHON, ACCESS, MACHINE LEARNING, SQL, TESTING, ANALYTICS",,4-5 years,On-site with home office,Full-time,Profession,2026-03-20,False,Kuala Lumpur,https://www.profession.hu/allas/data-researcher-client-relationships-service-gitmax-it-services-zrt-2858357?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858354,Senior Devops Engineer / Platform Reliability Engineer,DruIT Szolgáltató Zrt.,"Cloud DevOps, AWS, DOCKER, NETWORK, GIT","Terraform, Helm-chartok, Golden Docker-image-ek, Git-ops pipeline-ok","English: C1, Hungarian: C1",3-5 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-devops-engineer-platform-reliability-engineer-druit-szolgaltato-zrt-2858354?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858353,"Senior Manager, Platform Engineering",SEON Technologies Kft.,,"CLOUD SECURITY, ISO, AWS, DEVOPS, JENKINS",,3-5 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-manager-platform-engineering-seon-technologies-kft-2858353?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Bachelor's degree in Computer Science, Engineering, or related field (or equivalent practical experience)",,2026-03-20
2858351,Open Banking / Fintech Strategy Expert,GITMAX IT Services Zrt.,,,,5+ years,On-site,Full-time,Profession,2026-03-25,True,Tashkent,https://www.profession.hu/allas/open-banking-fintech-strategy-expert-gitmax-it-services-zrt-2858351?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858350,Engineering Manager - Identity Verification Full Stack Team,SEON Technologies Kft.,"JavaScript, TypeScript, HTML5, CSS3, React, NodeJS","Docker, Kubernetes, AWS",English: B2,3-5 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/engineering-manager-identity-verification-full-stack-team-seon-technologies-kft-2858350?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858347,Product Manager,GITMAX IT Services Zrt.,,"AGILE, SCRUM, ACCESS, KANBAN","English: B2, Russian: B2",3-5 years,Full-time,Full-time,Profession,2026-03-25,True,,https://www.profession.hu/allas/product-manager-gitmax-it-services-zrt-2858347?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858343,Senior Product Designer,GITMAX IT Services Zrt.,,"Figma, Adobe tools","English: C1, Russian",3-5 év tapasztalat,Távmunka / Remote,Teljes munkaidő,Profession,2026-03-25,True,Magyarországon belül bárhonnan,https://www.profession.hu/allas/senior-product-designer-gitmax-it-services-zrt-2858343?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858337,QA Engineer (Manual + Automation | Desktop + Backend Integration),GITMAX IT Services Zrt.,"JavaScript, TypeScript","JIRA, Confluence, CI, Windows, PostgreSQL, MySQL",English: B2,3-5 years,Home-Office,Full-time,Profession,2026-03-25,True,,https://www.profession.hu/allas/qa-engineer-manual-automation-desktop-backend-integration-gitmax-it-services-zrt-2858337?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,,2026-03-20
2858330,Senior Site Reliability Engineer,SEON Technologies Kft.,,"Prometheus, Grafana, ELK stack, Terraform, PagerDuty, Opsgenie",,6+ years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-site-reliability-engineer-seon-technologies-kft-2858330?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858329,Senior IT Integrációs szakértő - szervező,DruIT Szolgáltató Zrt.,"LINUX, AIX, WINDOWS, SQL, DOCKER, GIT, DEVOPS, API, SVN, JIRA, HP CONFLUENCE, JENKINS, REST","LINUX, AIX, WINDOWS, SQL, DOCKER, GIT, DEVOPS, API, SVN, JIRA, HP CONFLUENCE, JENKINS, REST",English: B2,,Hibrid,Teljes munkaidő,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-it-integracios-szakerto-szervezo-druit-szolgaltato-zrt-2858329?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858328,Java Developer,GITMAX IT Services Zrt.,"Java, Spring, SQL","Docker, Agile, Scrum, DevOps, Debugging, Kanban",English: B2,3-5 years,Full-time,Full-time,Profession,2026-03-25,True,,https://www.profession.hu/allas/java-developer-gitmax-it-services-zrt-2858328?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858325,Senior Platform Engineer,SEON Technologies Kft.,"Go, Python","Terraform, Kubernetes, AWS, Grafana, Prometheus, Open Policy Agent (OPA), GitHub Actions",English: CEFR B2,5+ years,Hybrid,Full-time,Profession,2026-03-23,False,Budapest,https://www.profession.hu/allas/senior-platform-engineer-seon-technologies-kft-budapest-2858325?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2858323,SAP Functional Consultant,NTT Magyarország Kft.,ABAP,"SAP S/4 HANA, SAP ABAP PROJECT MANAGEMENT TESTING ACCESS DEBUGGING","English: B2, Hungarian: B2",,Hybrid,Full-time,Profession,2026-03-23,False,Budapest,https://www.profession.hu/allas/sap-functional-consultant-ntt-magyarorszag-kft-2858323?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Főiskola (College),,2026-03-20
2858320,Product Owner,DruIT Szolgáltató Zrt.,,"AGILIS, SCRUM, API, JIRA, CONFLUENCE",English: B2,5-10 év tapasztalat,Hibrid,Teljes munkaidő,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/product-owner-druit-szolgaltato-zrt-2858320?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858314,Senior Full-Stack Engineer (Customer Platform),SEON Technologies Kft.,,,,,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-full-stack-engineer-customer-platform-seon-technologies-kft-2858314?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2858311,Senior Product Designer,SEON Technologies Kft.,,Figma,English: C1,5+ years,Hybrid,Full-time,Profession,2026-03-23,False,Budapest,https://www.profession.hu/allas/senior-product-designer-seon-technologies-kft-budapest-2858311?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2856768,CI Coordinator,Manpower SA,"Excel, SQL","ANALYTICS, JSON, BI, SQL, DATABASES, CLOUD, CI, POWER BI, EXCEL",,1-3 years,Full-time,Full-time,Profession,2026-03-25,True,Neuchâtel,https://www.profession.hu/allas/ci-coordinator-manpower-sa-2856768?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-20
2844341,Render Wrangler,Puppetworks Budapest Produkciós Kft.,"Autodesk Maya, Nuke, 3D Studio Max",Deadline,"English: B2, Hungarian: B2",,On-site,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/render-wrangler-puppetworks-budapest-produkcios-kft-2844341?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,,2026-03-20
2845407,System Trainer (f/m/d),The Stepstone Group GmbH,,"CRM, ERP, CLOUD, CHANGE MANAGEMENT, AGILE","English: B2, German: B2",1-3 years,Hybrid,Full-time,Profession,2026-03-23,False,Germany,https://www.profession.hu/allas/system-trainer-f-m-d-the-stepstone-group-gmbh-2845407?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-20
2860308,Self-Sovereign Identity Software Engineer,High Tech Engineering Center Kft.,Rust,"Hyperledger Aries, DIF, Identity Wallets, W3C Verifiable Credentials",,,Full-time,Full-time,Profession,2026-03-25,True,,https://www.profession.hu/allas/self-sovereign-identity-software-engineer-high-tech-engineering-center-kft-2860308?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,,2026-03-22
2860298,Szoftvertesztelő,DruIT Szolgáltató Zrt.,C,"GIT, ISTQB, AGILIS C, JIRA, JENKINS, SECURITY",English: B2,3-5 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/szoftvertesztelo-druit-szolgaltato-zrt-2860298?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-22
2858317,Senior IT Alkalmazás Rendszerszervező – ATM rendszerek,DruIT Szolgáltató Zrt.,,"UAT, BRS, SRS",English: B2,5-10 év,Hibrid,Teljes munkaidő,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-it-alkalmazas-rendszerszervezo-atm-rendszerek-druit-szolgaltato-zrt-2858317?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-22
2858340,"Senior Java Software Engineer, Data Enrichment",SEON Technologies Kft.,,WORD ACCESS,,,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-java-software-engineer-data-enrichment-seon-technologies-kft-2858340?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-22
2858322,Full-Stack Engineer (Node.js),SEON Technologies Kft.,"TypeScript, JavaScript","JAVASCRIPT, NODE.JS, CLOUD, POSTGRESQL, NOSQL DATABASES, TESTING, AWS API ACCESS",English: B2,,Hybrid,Full-time,Profession,2026-03-23,False,Budapest,https://www.profession.hu/allas/full-stack-engineer-node-js-seon-technologies-kft-2858322?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-22
2858369,Senior Test Engineer,SEON Technologies Kft.,,,,,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/senior-test-engineer-seon-technologies-kft-2858369?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-22
2858349,Enterprise Architect - Payment fókusszal,DruIT Szolgáltató Zrt.,,,English: B2,3-5 years,Általános munkarend,Teljes munkaidő,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/enterprise-architect-payment-fokusszal-druit-szolgaltato-zrt-2858349?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Középiskola,,2026-03-22
2860275,Senior Full Stack Engineer,NVIDIA Hungary Kft.,"Angular, React, Vue, Python","AWS, Docker, MongoDB, Apache Cloud",English: B2,5+ years,,Full-time,Profession,2026-03-23,False,Budapest,https://www.profession.hu/allas/senior-full-stack-engineer-nvidia-hungary-kft-2860275?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-22
2850383,Quality Manager in Energy Infrastructure,Accenture Korlátolt Felelősségű Társaság,,,"English: B2, German: B2",0-1 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/quality-manager-in-energy-infrastructure-accenture-korlatolt-felelossegu-tarsasag-2850383?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,,2026-03-22
2861667,AFR rendszerszervező,MBH Bank Nyrt.,,SWIFT,English: B2,3-5 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/afr-rendszerszervezo-mbh-bank-nyrt-2861667?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Főiskola (Bachelor),,2026-03-23
2861666,Arksys rendszerszervező,MBH Bank Nyrt.,"SQL, DEVOPS","JIRA, UAT",English: B2,1-3 years,Hybrid,Full-time,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/arksys-rendszerszervezo-mbh-bank-nyrt-2861666?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Főiskola (College),,2026-03-23
2861099,"Számlázási rendszerek szakértő (Budapest, Debrecen, Győr, Pécs, Zalaegerszeg)",E.ON Ügyfélszolgálati Kft.,,SAP,,1-3 év tapasztalat,Általános munkarend,Teljes munkaidő,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/szamlazasi-rendszerek-szakerto-budapest-debrecen-gyor-pecs-zalaegerszeg-e-on-ugyfelszolgalati-kft-budapest-2861099?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Főiskola,,2026-03-23
2860959,Junior portfolio manager,Fundamenta-Lakáskassza Zrt.,,"JIRA, Confluence",,1-3 év tapasztalat,"Rugalmas munkaidő, home office lehetősége",Teljes munkaidő Alkalmazotti jogviszony,Profession,2026-03-25,True,Budapest,https://www.profession.hu/allas/junior-portfolio-manager-fundamenta-lakaskassza-zrt-budapest-2860959?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Főiskola,,2026-03-23
