job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,Location,active,Salary,first_seen,url,Education,last_seen
2844314,Software Test Engineer,ARM Hungary Kft.,"PYTHON, C","JIRA, SECURITY TEST MANAGEMENT, LINUX, GIT, CI",,0-1 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/software-test-engineer-arm-hungary-kft-2844314?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844313,"Senior Software Engineer (AI, Python)",Diligent Governance Hungary Kft.,"PYTHON, TypeScript, .C.","AWS, ACCESS, AGILE, SECURITY TESTING, CLOUD, AWS CDK, LLMs",,5+ years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/senior-software-engineer-ai-python-diligent-governance-hungary-kft-2844313?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844305,SAP PP Consultant – S/4HANA Public Cloud,Accenture Korlátolt Felelősségű Társaság,,"SAP PP, S/4HANA Public Cloud, S/4HANA Private Cloud",English: B2,5+ years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/sap-pp-consultant-s-hana-public-cloud-accenture-korlatolt-felelossegu-tarsasag-2844305?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844303,F# intern,IntelliFactory Fejlesztő és Szolgáltató Kft.,,,,0-1 years,On-site,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/f-intern-intellifactory-fejleszto-es-szolgaltato-kft-2844303?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844300,Senior Data Engineer (QA focus),Accenture Korlátolt Felelősségű Társaság,"Python, PySpark, SQL","AZURE, SQL, ACCESS, PYTHON, ANALYTICS, TESTING, BI, AGILE, JSON, XML, API, UAT, REGRESSION TESTING, REST, TEST AUTOMATION, JIRA, Databricks, Delta Lake, GitHub",,4-7 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/senior-data-engineer-qa-focus-accenture-korlatolt-felelossegu-tarsasag-2844300?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844287,Frontend Python Developer,Puppetworks Budapest Produkciós Kft.,"Python, C++, Java, C, SQL","GIT, MVC, WINDOWS, LINUX, AGILE",English: B2,3-5 years,On-site,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/frontend-python-developer-puppetworks-budapest-produkcios-kft-2844287?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844270,BMC Helix/Remedy Developer,Accenture Korlátolt Felelősségű Társaság,"JAVASCRIPT, JAVA, SQL","BMC Helix/Remedy, AR System, Atrium CMDB, ITSM Suite, Smart IT, Digital Workplace, Smart IT, Helix Dashboard, Remedy Single Sign-On, Mid-tier, ITIL, ServiceNow, Cherwell",,1-3 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/bmc-helix-remedy-developer-accenture-korlatolt-felelossegu-tarsasag-2844270?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844263,Energy Consultant,Supercharge Kft.,,"MacOS, CHANGE MANAGEMENT",English: B2,5+ years,On-site,Full-time,Profession,Amsterdam,True,,2026-03-04,https://www.profession.hu/allas/energy-consultant-supercharge-kft-2844263?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2824658,EMEA Wealth Client Data Analyst,BlackRock Hungary Kft.,"Python, SQL","Access, Dynamics CRM",English: B2,1-3 years,Hybrid,Full-time,Profession,Budapest,False,,2026-03-04,https://www.profession.hu/allas/emea-wealth-client-data-analyst-blackrock-hungary-kft-2824658?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-07
2844241,AWS Cloud Architect,SnapSoft Informatikai és Szolgáltató Kft.,,"AWS, Azure, Ansible, Docker, Terraform, Kubernetes, GitLab, Bitbucket, GitHub Actions",English: B2,3-5 years,On-site with home office,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/aws-cloud-architect-snapsoft-informatikai-es-szolgaltato-kft-2844241?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844228,Senior Azure Databricks Engineer,Accenture Korlátolt Felelősségű Társaság,"SQL, Python, PySpark","ACCESS, AZURE, SQL, PYTHON, ANALYTICS, CLOUD, DEVOPS, TROUBLESHOOTING, SPARK, Azure Databricks, Azure Data Factory, Azure Data Lake Storage, Azure Synapse Analytics, Terraform, ARM templates",,5+ years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/senior-azure-databricks-engineer-accenture-korlatolt-felelossegu-tarsasag-2844228?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844221,IT System Analyst,Advocate Business Consulting Informatikai Kft.,SQL,"UML, MS OFFICE WORD, POWERPOINT, EXCEL, JIRA, CONFLUENCE, SharePoint",English: B2,3-5 years,Home-Office,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/it-system-analyst-advocate-business-consulting-informatikai-kft-2844221?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844215,Tool Developer,Puppetworks Budapest Produkciós Kft.,"Python, C++, Java, C#","SQL, GIT, LINUX, MVC",English: B2,3-5 years,On-site,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/tool-developer-puppetworks-budapest-produkcios-kft-2844215?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844209,IT Project Manager,Advocate Strategic Consulting Kft.,,"MS PROJECT, AGILE, JIRA, PMI PROJECT MANAGEMENT, CONFLUENCE, Sharepoint, Office",English: B2,3-5 years,On-site with home office,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/it-project-manager-advocate-strategic-consulting-kft-2844209?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844208,Principal Software Engineer,Diligent Governance Hungary Kft.,"NODE.JS, PYTHON, TypeScript","AWS, Terraform, CDK",,5+ years,Hybrid,Full-time,Profession,London,True,,2026-03-04,https://www.profession.hu/allas/principal-software-engineer-diligent-governance-hungary-kft-2844208?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844181,Perl fejlesztő,BC.HU Informatikai Kft.,"SQL, POSTGRESQL, HTML, CSS, JAVASCRIPT, BOOTSTRAP, PHP, LINUX, API, DOCKER, Perl",,English: B2,0-1 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/perl-fejleszto-bc-hu-informatikai-kft-budapest-2844181?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2827280,"Graduate Engineer, System IP Engineering",ARM Hungary Kft.,"SystemVerilog, Perl, Python","Windows, UVM, AMBA",,0-1 years,Hybrid,Full-time,Profession,Budapest,False,,2026-03-04,https://www.profession.hu/allas/graduate-engineer-system-ip-engineering-arm-hungary-kft-2827280?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-04
2844169,Senior Software Engineer (Node.js),Diligent Governance Hungary Kft.,"NODE.JS, NODEJS, REACT, TypeScript","API, SECURITY, DEVOPS, GIT, TESTING, .C., ACCESS, AGILE, Microservices architecture, RESTFul Services, GitFlow, AI-powered tools",,5+ years,Hybrid,Full-time,Profession,Budapest,False,,2026-03-04,https://www.profession.hu/allas/senior-software-engineer-node-js-diligent-governance-hungary-kft-2844169?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-17
2844161,Software Engineering Team Lead - Linux Kernel Drivers,ARM Hungary Kft.,,LINUX,,0-1 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/software-engineering-team-lead-linux-kernel-drivers-arm-hungary-kft-2844161?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844159,Software Test Engineer - Tech Lead,ARM Hungary Kft.,"C, PYTHON","LINUX, CI",,0-1 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/software-test-engineer-tech-lead-arm-hungary-kft-2844159?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844153,Software Engineer (Node.js),Diligent Governance Hungary Kft.,"ANGULAR, SQL, GIT, AWS, DATABASES, REACT, NODE.JS, POSTGRESQL, DEVOPS, DOCKER, AGILE, SECURITY, TESTING, DEBUGGING, TypeScript","Docker, Git, AWS, CDK, Terraform",,3-5 years,Hybrid,Full-time,Profession,Budapest,False,,2026-03-04,https://www.profession.hu/allas/software-engineer-node-js-diligent-governance-hungary-kft-2844153?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-11
2844135,Head of Product Strategy & Design,Supercharge Kft.,,"Jira, Slack, Google Sheets, Figma, AI prototyping tools",English: B2,5+ years,Hybrid,Full-time,Profession,Budapest,False,,2026-03-04,https://www.profession.hu/allas/head-of-product-strategy-design-supercharge-kft-2844135?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-11
2844127,SAP eWM Consultant – S/4HANA Public Cloud,Accenture Korlátolt Felelősségű Társaság,,"SAP eWM, S/4HANA Public Cloud, S/4HANA Private Cloud",English: B2,5+ years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/sap-ewm-consultant-s-hana-public-cloud-accenture-korlatolt-felelossegu-tarsasag-2844127?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844115,AWS Cloud Engineer,Cheppers Szolgáltató Zrt.,"PYTHON, Go","AWS, LINUX, ANSIBLE, CLOUD, DOCKER, ACCESS, DEVOPS, CI, Terraform, AWS CloudFormation, Pulumi, Kubernetes, GitLab CI, GitHub Actions, CloudWatch, Prometheus, Grafana, ELK stack",English: B2,1-3 years,Hybrid,Full-time,Profession,Budapest,False,,2026-03-04,https://www.profession.hu/allas/aws-cloud-engineer-cheppers-szolgaltato-zrt-budapest-2844115?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-18
2844112,Lead ServiceNow Developer / Architect,Accenture Korlátolt Felelősségű Társaság,,ServiceNow,"English: B2, German: A2",5+ years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/lead-servicenow-developer-architect-accenture-korlatolt-felelossegu-tarsasag-2844112?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844109,IT teacher (part-time or hourly),Szegedi Nemzetközi Általános Iskola,,,English: B2,0-1 years,On-site,Half-time,Profession,Szeged,True,,2026-03-04,https://www.profession.hu/allas/it-teacher-part-time-or-hourly-szegedi-nemzetkozi-altalanos-iskola-szeged-2844109?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844108,Senior SW/System Test Engineer,ARM Hungary Kft.,"Python, Shell scripting","Linux, CI",English: B2,0-1 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/senior-sw-system-test-engineer-arm-hungary-kft-2844108?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844106,AI Applications Engineer,Oracle Global Services Hungary Kft.,"PYTHON, JAVA","ORACLE CLOUD, DEVOPS, REST, MACHINE LEARNING, TensorFlow, PyTorch, Oracle Cloud AI services, Oracle Cloud Infrastructure",,1-3 years,,Full-time,Profession,,False,,2026-03-04,https://www.profession.hu/allas/ai-applications-engineer-oracle-global-services-hungary-kft-2844106?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-05
2844101,MS Dynamics 365 Developer,Accenture Korlátolt Felelősségű Társaság,"C#, .NET, SQL, HTML, CSS, JAVASCRIPT","Microsoft Dynamics 365, Power Platform, Azure, CRM, SSIS, KingswaySoft, Scribe",English: B2,2-5 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/ms-dynamics-developer-accenture-korlatolt-felelossegu-tarsasag-2844101?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844099,IT Business Analyst,Advocate Organization Development Kft.,SQL,"MS OFFICE WORD, POWERPOINT, SQL, JIRA, CONFLUENCE, AGILE, TESTING, PROJECT MANAGEMENT, EXCEL, SharePoint",English: B2,3-5 years,On-site with home office,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/it-business-analyst-advocate-organization-development-kft-2844099?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844095,"Intern, System IP Engineering",ARM Hungary Kft.,"SystemVerilog, Perl, Python","UVM, AMBA",,0-1 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/intern-system-ip-engineering-arm-hungary-kft-2844095?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844087,Junior Python Developer,Puppetworks Budapest Produkciós Kft.,"SQL, PYTHON, C++, JAVA, C, C#","GIT, MVC, WINDOWS, LINUX, AGILE, ORM, SQLAlchemy, Django, Qt Graphic Framework, DVCS","English: B2, Hungarian: B2",0-1 years,On-site,Half-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/junior-python-developer-puppetworks-budapest-produkcios-kft-2844087?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844083,Graduate Software Engineer,ARM Hungary Kft.,"JAVA, C, C++, ASSEMBLY, PYTHON","LINUX, TESTING, DEVOPS, ANDROID, DEBIAN, MIDDLEWARE, HARDWARE, EXCEL",English: B2,0-1 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/graduate-software-engineer-arm-hungary-kft-2844083?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Bachelor, Master, PhD",2026-03-25
2844082,AWS Cloud Engineer,SnapSoft Informatikai és Szolgáltató Kft.,,"AWS, AZURE, API, ANSIBLE, DOCKER, DNS, SECURITY, ACCESS, BITBUCKET, VPN, Terraform, AWS CloudFormation, GitHub Actions, GitLab, Kubernetes",English: B2,1-3 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/aws-cloud-engineer-snapsoft-informatikai-es-szolgaltato-kft-budapest-2844082?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844078,Senior Software Engineer,Digital Natives Szolgáltató Zrt.,"React, TypeScript","Agile, Clean Code, Scrum, Testing",English: B2,0-1 years,Home-Office,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/senior-software-engineer-digital-natives-szolgaltato-zrt-2844078?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844077,AI Applications Team - Internship,ARM Hungary Kft.,"C, C++, Python","HARDWARE, DEVOPS, NETWORK, TESTING, DEBUGGING",English: B2,0-1 years,Hybrid,Full-time,Profession,Budapest,False,,2026-03-04,https://www.profession.hu/allas/ai-applications-team-internship-arm-hungary-kft-2844077?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Bachelor, Master, PhD",2026-03-11
2844068,Senior Software Engineer (Backend & Cloud Services),Accenture Korlátolt Felelősségű Társaság,"Node.js, JavaScript, TypeScript, React","AWS, API, Docker, Jest, Mocha, AWS CDK, CloudFormation, CloudWatch, Prometheus, Datadog",,5+ years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/senior-software-engineer-backend-cloud-services-accenture-korlatolt-felelossegu-tarsasag-2844068?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844066,Full-Stack Engineering Manager,SnapSoft Informatikai és Szolgáltató Kft.,"Angular, React, Node.js, Java, SQL, NoSQL","AWS, Azure, GCP, Terraform, Kubernetes, Amazon EKS",English: B2,5+ years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/full-stack-engineering-manager-snapsoft-informatikai-es-szolgaltato-kft-2844066?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844063,AI/ML Solutions Architect,SnapSoft Informatikai és Szolgáltató Kft.,"Python, SQL","AWS, Azure, Pandas, Machine Learning, Terraform, Terragrunt, AWS CloudFormation, SageMaker, Bedrock, Glue, MWAA, EMR, RDS, Aurora, S3, OpenSearch, ElasticSearch, LLMs, ChatGPT, RAG",English: B2,5-10 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/ai-ml-solutions-architect-snapsoft-informatikai-es-szolgaltato-kft-2844063?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844059,Backend Tech Lead (Java/Kotlin),Supercharge Kft.,"Java, Kotlin","AZURE SECURITY, BACKEND, SPRING, SQL, NOSQL DATABASES, CLOUD, AWS, ACCESS, CLEAN CODE, Kubernetes, GCP",English: B2,0-1 years,On-site,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/backend-tech-lead-java-kotlin-supercharge-kft-2844059?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844057,AI/ML Engineer,SnapSoft Informatikai és Szolgáltató Kft.,"Python, SQL","AWS, Azure, Cloud, Pandas, Machine Learning, LLMs, ChatGPT, RAG, Airflow, AWS Glue",English: B2,1-3 years,Hybrid,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/ai-ml-engineer-snapsoft-informatikai-es-szolgaltato-kft-2844057?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844039,"SAP pénzügyi és kontrolling (FI, CO) tanácsadó",SCHWARZ & TURNER CONSULTING Tanácsadó Kft.,,SAP,"English: B2, German: B2",1-3 years,On-site,Full-time,Profession,,True,,2026-03-04,https://www.profession.hu/allas/sap-penzugyi-es-kontrolling-fi-co-tanacsado-schwarz-turner-consulting-tanacsado-kft-2844039?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2844038,Energy Consultant,Supercharge Kft.,,"CHANGE MANAGEMENT, ACCESS, REST",English: B2,5+ years,On-site,Full-time,Profession,Budapest,True,,2026-03-04,https://www.profession.hu/allas/energy-consultant-supercharge-kft-2844038?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2844036,Success Manager,Cheppers Szolgáltató Zrt.,,"JIRA, HubSpot","English: B2, Hungarian: B2",1-3 years,Hybrid,Full-time,Profession,Budapest,False,,2026-03-04,https://www.profession.hu/allas/success-manager-cheppers-szolgaltato-zrt-budapest-2844036?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-11
2843996,Program Manager,Utimaco GmbH,,"MS PROJECT, SECURITY, ITIL, PROJECT MANAGEMENT, PMI, SCRUM, JIRA",English: B2,1-3 years,Hybrid,Full-time,Profession,Germany,True,,2026-03-04,https://www.profession.hu/allas/program-manager-utimaco-gmbh-2843996?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2843993,Solution Consultant – Finance & Controlling Applications/SAP FI (m/f/d),Henkell & Co. Sektkellerei KG,,"SAP FI, SAP ECC, SAP S/4 HANA","English: B2, German: C1",3-5 years,Hybrid,Full-time,Profession,Wiesbaden,True,,2026-03-04,https://www.profession.hu/allas/solution-consultant-finance-controlling-applications-sap-fi-m-f-d-henkell-co-sektkellerei-kg-2843993?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2843992,Solution Consultant – Data & Process Integration Services/Master Data Management (d/m/f),Henkell & Co. Sektkellerei KG,,"ANALYTICS BI, SAP DATA MANAGEMENT, MDM/MDG, PIM, GS1/GDSN, Salesforce, SAP S4/HANA","English: B2, German: C1",5+ years,Hybrid,Full-time,Profession,,True,,2026-03-04,https://www.profession.hu/allas/solution-consultant-data-process-integration-services-master-data-management-d-m-f-henkell-co-sektkellerei-kg-2843992?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-25
2843987,Security Architekt für Produkte in der industriellen Messtechnik (m/w/x),ZEISS,,"CLOUD SECURITY, ISO","English: B2, German: A2",1-3 years,On-site,Full-time,Profession,Oberkochen,False,,2026-03-04,https://www.profession.hu/allas/security-architekt-fur-produkte-in-der-industriellen-messtechnik-m-w-x-zeiss-2843987?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master,2026-03-23
2843982,Student Worker IT Project Management and Process Support,Utimaco GmbH,,"MICROSOFT OFFICE, PROJECT MANAGEMENT, EXCEL",English: B2,1-3 years,Hybrid,Full-time,Profession,,False,,2026-03-04,https://www.profession.hu/allas/student-worker-it-project-management-and-process-support-utimaco-gmbh-2843982?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,High School with Diploma,2026-03-04
2843981,Quality Assurance Engineer,Utimaco GmbH,Python,"Linux, Wireshark, OpenSSL, TestLink, Squish",English: C1,1-3 years,Hybrid,Full-time,Profession,Germany,False,,2026-03-04,https://www.profession.hu/allas/quality-assurance-engineer-utimaco-gmbh-2843981?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-11
2843980,Senior C++ Development Engineer,Utimaco GmbH,"C++, Python, Bash, Go","LINUX, SECURITY, GIT, DATABASE, POSTGRESQL, AGILE, TESTING, Clang, Valgrind, Git, Oauth, OIDC, SAML",English: B2,1-3 years,Hybrid,Full-time,Profession,Germany,True,,2026-03-04,https://www.profession.hu/allas/senior-c-development-engineer-utimaco-gmbh-2843980?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2843978,Senior Robotics AI Engineer (f/m/x),BMW Group,"Python, C++","PyTorch, JAX, CUDA, ROS 2, Isaac Sim, MuJoCo",English: B2,5+ years,On-site with home office,Full-time,Profession,München,False,,2026-03-04,https://www.profession.hu/allas/senior-robotics-ai-engineer-f-m-x-bmw-group-2843978?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master,2026-03-23
2843977,Senior Agentic AI Engineer (f/m/x),BMW Group,Python,"AWS, Azure, GitOps, LangChain, Pytorch",English: B2,5+ years,On-site,Full-time,Profession,München,True,,2026-03-04,https://www.profession.hu/allas/senior-agentic-ai-engineer-f-m-x-bmw-group-2843977?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Master, PhD",2026-03-25
2843975,(Inhouse) Project Manager global IT Infrastructure (m/f/d),Leadec Automation & Engineering GmbH,,"PMP, BPMN","English: B1-B2, German: B1-B2",3-5 years,Hybrid,Full-time,Profession,,True,,2026-03-04,https://www.profession.hu/allas/inhouse-project-manager-global-it-infrastructure-m-f-d-leadec-automation-engineering-gmbh-2843975?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2843965,Student Research Assistant - Open-Source Experimental Design Platform Development (gn),Hertie School gGmbH,"Python, SQL","Git, Docker, PostgreSQL",German: B2,1-3 years,Hybrid,Part-time,Profession,Berlin,True,,2026-03-04,https://www.profession.hu/allas/student-research-assistant-open-source-experimental-design-platform-development-gn-hertie-school-ggmbh-2843965?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2841896,Data Analyst - Marketing Strategy and Intelligence,trivago N.V.,"Python, R, SQL","Tableau, Access, BI",English: C1,5+ years,Hybrid,Full-time,Profession,Düsseldorf,True,,2026-03-04,https://www.profession.hu/allas/data-analyst-marketing-strategy-and-intelligence-trivago-n-v-2841896?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2843958,(Senior) Researcher (f/m/d) - Foundation and World Models on Structured Business Data,SAP SE,Python,"SAP, ERP, @SAP., MACHINE LEARNING, PyTorch, TensorFlow",English: B2,1-3 years,Hybrid,Full-time,Profession,,True,,2026-03-04,https://www.profession.hu/allas/senior-researcher-f-m-d-foundation-and-world-models-on-structured-business-data-sap-se-2843958?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,PhD,2026-03-25
2843953,Backend Engineer - Customer Risk Lifecycle,N26 GmbH,"Kotlin, Java","Spring Boot, Postgres, AWS",English: C1,1-3 years,Hybrid,Full-time,Profession,Barcelona,True,,2026-03-04,https://www.profession.hu/allas/backend-engineer-customer-risk-lifecycle-n-gmbh-2843953?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-25
2843947,AI Data Engineer - SAP-RPT Model Family (f/m/d),SAP SE,"Python, SQL, ABAP","SAP, AWS, Azure, GCP",English: B2,1-3 years,Hybrid,Full-time,Profession,,False,,2026-03-04,https://www.profession.hu/allas/ai-data-engineer-sap-rpt-model-family-f-m-d-sap-se-2843947?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master,2026-03-11
2843946,Lead Research Engineer (f/m/d): Foundation and World Models on Structured Data,SAP SE,Python,"SAP, ACCESS, MACHINE LEARNING",English: B2,3-5 years,Hybrid,Full-time,Profession,,False,,2026-03-04,https://www.profession.hu/allas/lead-research-engineer-f-m-d-foundation-and-world-models-on-structured-data-sap-se-2843946?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Master, PhD",2026-03-17
2843934,(Senior) Research Engineer (f/m/d) - Foundation and World Models on Structured Data,SAP SE,Python,"SAP, Access, Machine Learning",English: B2,1-3 years,Hybrid,Full-time,Profession,,False,,2026-03-04,https://www.profession.hu/allas/senior-research-engineer-f-m-d-foundation-and-world-models-on-structured-data-sap-se-2843934?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"Master, PhD",2026-03-23
2843923,Backend Engineer - Engagement,N26 GmbH,"Kotlin, Java","Spring Boot, Postgres, AWS",English: B2,1-3 years,Hybrid,Full-time,Profession,Berlin,False,,2026-03-04,https://www.profession.hu/allas/backend-engineer-engagement-n-gmbh-2843923?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-09
2843920,Principal Researcher (f/m/d) - Foundation and World Models on Structured Business Data,SAP SE,Python,"SAP, ERP, PyTorch, TensorFlow",English: B2,1-3 years,Hybrid,Full-time,Profession,,False,,2026-03-04,https://www.profession.hu/allas/principal-researcher-f-m-d-foundation-and-world-models-on-structured-business-data-sap-se-2843920?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,"High School with Diploma, PhD",2026-03-17
2843817,System Engineer (m/w/d),Randstad Deutschland GmbH & Co. KG,Python,"MS OFFICE, JIRA, CONFLUENCE, GIT","German: C1, English: C1",3-5 years,On-site,Full-time,Profession,Németország,False,,2026-03-04,https://www.profession.hu/allas/system-engineer-m-w-d-randstad-deutschland-gmbh-co-kg-2843817?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Master,2026-03-16
2843775,Software Engineer (m/f/d) AIRBUS,"Orizon GmbH, Unit Aviation","C++, Java, QML","MS Office, QT Framework, CMake","English: C1, German: B1",1-3 years,On-site,Full-time,Profession,Manching,False,,2026-03-04,https://www.profession.hu/allas/software-engineer-m-f-d-airbus-orizon-gmbh-unit-aviation-2843775?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,Bachelor,2026-03-18
