job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,location,salary,employment_type,work_hours,responsibilities,requirements,benefits,contact,jobTitle,employmentType,applyUrl,jobDescription,companyInfo,schedule,tech_stack
1845253,"Web&ERP támogató konzulens (Web, Backend)",Hire-One Kft.,https://www.cvonline.hu/hu/allas/weberp-tamogato-konzulens-web-backend-1845253,2026-03-09,2026-03-18,False,,,English: Intermediate,"Bachelor, Master","HTML, CSS, JavaScript, .NET (C#), REST API, SQL",Microsoft Dynamics 365,,,3-5 years,,,,,,,,,,,,,,,
1850397,HÁLÓZATI RENDSZERGAZDA (INFORMATIKAI ÉS HÍRKÖZLÉSI REFERENS),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/halozati-rendszergazda-informatikai-es-hirkozlesi-referens-1850397,2026-03-09,2026-03-22,False,Budapest,,English: A1,Felsőfokú informatikai végzettség,,"Juniper, Cisco, Forti, VMWare",On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1850400,INFORMATIKUS (INFORMATIKAI ÉS HÍRKÖZLÉSI REFERENS),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/informatikus-informatikai-es-hirkozlesi-referens-1850400,2026-03-09,2026-03-22,False,Budapest,,English: A1,Felsőfokú informatikai végzettség,,"Juniper, Cisco, Forti, VMWare, MS Windows",On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1845208,IT RENDSZERSZERVEZŐ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-rendszerszervezo-1845208,2026-03-09,2026-03-16,False,Budapest,,Hungarian: Native,Master,,"Atlassian termékcsalád (Jira, Confluence), MS Office, SoapUI, JMeter, Postman, EA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1850391,IT TECHNIKUS,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-technikus-1850391,2026-03-09,2026-03-22,False,Győr,,English: A1,High School with Diploma,,"Microsoft Active Directory, M365, Azure, Service Desk, ticketing system",On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1850396,IT ASSZISZTENS,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-asszisztens-1850396,2026-03-09,2026-03-22,False,Budapest,,English: A1,High School with Diploma,,"Microsoft Office, FORRÁS",On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1844973,Sales Data Analyst,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/sales-data-analyst-1844973,2026-03-09,2026-03-18,False,,,English,,,"Excel, Power BI, Tableau, SAP Analytics Cloud",Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,
1844961,Senior Consultant SAP S/4 Hana Finance,Vienna,https://www.cvonline.hu/hu/allas/senior-consultant-sap-s-4-hana-finance-1844961,2026-03-09,2026-03-18,False,Vienna,55200 EUR gross/year,"German: Native, English: Proficient",Bachelor,,"SAP FI, SAP CO, S/4HANA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1844976,Businesskundenbetreuer in der Telekommunikation (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/businesskundenbetreuer-der-telekommunikation-m-w-d-1844976,2026-03-09,2026-03-18,False,Wiener Öffis,2124 EUR gross/month + provisions,German: C1,High School with Diploma,,,On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1850141,Diákmunka - C# Developer Trainee (MAC),MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-c-developer-trainee-mac-1850141,2026-03-09,2026-03-11,False,Szeged,,"English: B2, German: A2","Bachelor, Master",C#,Visual Studio IDE,Home-Office,Full-time,1-3 years,,,,,,,,,,,,,,,
1839578,Diákmunka - Szoftvertesztelő gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-szoftvertesztelo-gyakornok-1839578,2026-03-09,2026-03-11,False,,2390 HUF/hora,"English: Unknown, German: Unknown",Bachelor,,Microsoft Office,On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1849997,Windows Administrator (REF4785N),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/windows-administrator-ref4785n-1849997,2026-03-09,2026-03-17,False,,,"German: B2, English: null",,"Powershell, Terraform","Microsoft Windows Scripting, Microsoft Server, Microsoft Azure Active Directory (AD), NFS authorization management",On-site with home office,,3-5 years,,,,,,,,,,,,,,,
1849998,Windows Administrator (REF4785N),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/windows-administrator-ref4785n-1849998,2026-03-09,2026-03-17,False,,,"German: B2, English: null",,"Powershell, Terraform","Microsoft Windows Scripting, Microsoft Server, Microsoft Azure Active Directory (AD), NFS authorization management",On-site with home office,,3-5 years,,,,,,,,,,,,,,,
1849999,Windows Administrator (REF4785N),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/windows-administrator-ref4785n-1849999,2026-03-09,2026-03-17,False,,,"German: B2, English: null",,"Powershell, Terraform","Microsoft Windows Scripting, Microsoft Server, Microsoft Azure Active Directory (AD), NFS authorization management",On-site with home office,,3-5 years,,,,,,,,,,,,,,,
1850000,Windows Administrator (REF4785N),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/windows-administrator-ref4785n-1850000,2026-03-09,2026-03-17,False,,,"German: B2, English: null",,"Powershell, Terraform","Microsoft Windows Scripting, Microsoft Server, Microsoft Azure Active Directory (AD), NFS authorization management",On-site with home office,,3-5 years,,,,,,,,,,,,,,,
1854301,TECHNOLÓGIAI VEZETŐ,Besthunters Tanácsadó Iroda,https://www.cvonline.hu/hu/lite/allas/technologiai-vezeto-1854301,2026-03-09,2026-03-25,True,,,"German: B, English: B",Bachelor,CAD/CAM,,,,3-5 years,,,,,,,,,,,,,,,
1852592,LEAD FRONTEND DEVELOPER & TECHNICAL MENTOR (3861),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/lead-frontend-developer-technical-mentor-3861-1852592,2026-03-09,2026-03-25,True,,,English: B2,,"React, TypeScript","Redux Toolkit, TanStack Table, TanStack Query, Azure AD, MSAL, Storybook, Playwright, CI/CD, Tailwind CSS, atomic design, Final Form, React Hook Form",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1852587,AI DEVELOPER (3866),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/ai-developer-3866-1852587,2026-03-09,2026-03-25,True,,,"Hungarian: Native, English: Professional",,Python,"LLM API-k: Claude, OpenAI, AWS Bedrock, Agent Frameworks: Claude Agent SDK, OpenAI Codex SDK, pydantic-ai, Neo4j graph database, Python, FastAPI",Remote,Contractor,5+ years,,,,,,,,,,,,,,,
1840803,SAP Subject Matter Expert (3835),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/sap-subject-matter-expert-3835-1840803,2026-03-09,2026-03-11,False,,Versenyképes alapbér,English: Native,Releváns felsőfokú végzettség,,"SAP ERP, SAP HANA, SAP S/4HANA",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1840804,SAP Subject Matter Expert (3835),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/sap-subject-matter-expert-3835-1840804,2026-03-09,2026-03-11,False,,Versenyképes alapbér,English: Native,Relevant higher education degree,,"SAP ERP, SAP HANA, SAP S/4HANA",Hybrid (weekly home office),Full-time,5+ years,,,,,,,,,,,,,,,
1848697,SENIOR SALESFORCE DEVELOPER (3848),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/senior-salesforce-developer-3848-1848697,2026-03-09,2026-03-22,False,,,English: Confident,,"Salesforce, JavaScript, Java, C#","CRM, Salesforce Sales Cloud, Einstein 1, Lightning, Apex, LWC, Flows, REST, SOAP, middleware",Flexible remote work opportunities,Full-time,3-5+ years,,,,,,,,,,,,,,,
1848698,SENIOR SALESFORCE DEVELOPER (3848),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/senior-salesforce-developer-3848-1848698,2026-03-09,2026-03-22,False,,,English: Confident,,"Salesforce, JavaScript, Java, C#","CRM, Salesforce Sales Cloud, Einstein 1, Lightning, Apex, LWC, Flows, REST, SOAP, middleware",Flexible remote work opportunities,Full-time,3-5+ years,,,,,,,,,,,,,,,
1853204,ANGULAR DEVELOPER (3871),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/angular-developer-3871-1853204,2026-03-09,2026-03-25,True,,,"English: Active, communicative",,"Angular, HTML, CSS, JavaScript",Git,Full-remote,Full-time,5+ years,,,,,,,,,,,,,,,
1854736,SENIOR INTEGRÁCIÓS SPECIALISTA (JAVA),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-integracios-specialista-java-1854736,2026-03-09,2026-03-25,True,Pécs,,English: B2,High School with Diploma,Java,"Spring Boot, Spring Security, SQL (Oracle, PostgreSQL), Kubernetes, Git, CI/CD",Hybrid,Full-time,7+ years,,,,,,,,,,,,,,,
1854772,Szoftverbevezetési tanácsadó,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/szoftverbevezetesi-tanacsado-1854772,2026-03-09,2026-03-25,True,,,English: Unknown,,,,Home-Office,,Unknown,,,,,,,,,,,,,,,
1854765,IT operátor,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/it-operator-1854765,2026-03-09,2026-03-25,True,Kecskemét,,English: C1,"High School with Diploma, Bachelor",,"VMware, Veeam, Power BI, ManageEngine",,Full-time,0-1 years,,,,,,,,,,,,,,,
1854270,SAP-szakértő,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/sap-szakerto-1854270,2026-03-09,2026-03-25,True,,,"English: Active, Hungarian: Active",Bachelor,,SAP,On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1854332,Elektronikai gyártósori munkatárs,Humán Centrum Kft.,https://www.cvonline.hu/hu/allas/elektronikai-gyartosori-munkatars-1854332,2026-03-09,2026-03-25,True,,,English: A2,,,SAP Business One,On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1854333,IT technikus (üzemeltetés),MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-technikus-uzemeltetes-1854333,2026-03-09,2026-03-25,True,Budapest,,Hungarian: Native,High School with Diploma,,"MS Windows, Android, MS Office",On-site,Határozatlan idejű,1-3 years,,,,,,,,,,,,,,,
1859274,"Embedded Quality Assurance Engineer, 80-100% (f/m/x)",Laendle,https://www.cvonline.hu/hu/allas/embedded-quality-assurance-engineer-80-100-f-m-x-1859274,2026-03-10,2026-03-14,False,Klaus,,English: B2,Bachelor,Python,"Linux, Scrum",On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
1859284,Senior Frontend Developer (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/senior-frontend-developer-m-w-d-1859284,2026-03-10,2026-03-25,True,Kennelbach,37289 EUR gross/year,"German: Native, English: Fluent",Bachelor,"React, Angular, Typescript",,On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
1859302,Web Frontend Developer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/web-frontend-developer-1859302,2026-03-10,2026-03-11,False,,Competitive,"Hungarian: Native, English: Fluent",Bachelor,"HTML, JavaScript, CSS, Angular",Requirement management / development systems,Home-Office,Full-time,2-5 years,,,,,,,,,,,,,,,
1859303,Teszt technikus,Hire-One Kft.,https://www.cvonline.hu/hu/allas/teszt-technikus-1859303,2026-03-10,2026-03-25,True,,,English: A1,High School with Diploma,,"Windows OS, Microsoft Office",On-site,Full-time,,,,,,,,,,,,,,,,
1859247,"Werkstudent:in – DevOps & Automatisierung, 40 – 50 % (w/m/d)",Laendle,https://www.cvonline.hu/hu/allas/werkstudentin-devops-automatisierung-40-50-w-m-d-1859247,2026-03-10,2026-03-20,False,"Klaus, Austria",,"German: Native, English: Fluent",Bachelor,Linux,"Packer, GitLab CI/CD, Ansible, SentinelOne, Checkmk, NinjaOne, 1Password Vault",,Short-term,0-1 years,,,,,,,,,,,,,,,
1859219,IT System Engineer - Microsoft/Office 365 (f/m/x),Laendle,https://www.cvonline.hu/hu/allas/it-system-engineer-microsoft-office-365-f-m-x-1859219,2026-03-10,2026-03-25,True,Vorarlberg,,English: B2,,PowerShell,"Microsoft/Office 365, Exchange, Teams, SharePoint, Azure AD",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1859286,Global Leader Supply Chain Integration (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/global-leader-supply-chain-integration-m-w-d-1859286,2026-03-10,2026-03-25,True,Rankweil,,"German: Native, English: Professional",Bachelor or Higher,,"SAP SCM, MM, SD, EWM, ARIBA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859255,Senior Business Analyst - Digital Banking,Laendle,https://www.cvonline.hu/hu/allas/senior-business-analyst-digital-banking-1859255,2026-03-10,2026-03-25,True,,,German: Native,"Bachelor, Master",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859236,SAP Inhouse Consultant (m/w) für S/4 Rollout-Projekte Schwerpunkt MM,Laendle,https://www.cvonline.hu/hu/allas/sap-inhouse-consultant-m-w-fur-s-4-rollout-projekte-schwerpunkt-mm-1859236,2026-03-10,2026-03-25,True,Germany,,English: B2,Bachelor,,"SAP S/4HANA, SAP MM",On-site with home office (15%),Full-time,3-5 years,,,,,,,,,,,,,,,
1859224,Junior IT Entwickler:in (Avaloq),Laendle,https://www.cvonline.hu/hu/allas/junior-it-entwicklerin-avaloq-1859224,2026-03-10,2026-03-25,True,,,German: Native,"Master, Bachelor",,Avaloq,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1859214,"Cloud Application Developer, 80-100% (f/m/x)",Laendle,https://www.cvonline.hu/hu/allas/cloud-application-developer-80-100-f-m-x-1859214,2026-03-10,2026-03-25,True,,2000 EUR gross/month,English: B2,Bachelor,"C#, .NET, Blazor, ASP.NET Core","Visual Studio, Azure, Docker, Terraform, Kubernetes",Flexible,Full-time,3-5 years,,,,,,,,,,,,,,,
1859266,ERP Solution Architect (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/erp-solution-architect-m-w-d-1859266,2026-03-10,2026-03-14,False,,"14,250 EUR gross/month","German: Native, English: C1",Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859217,"ICT System Engineer Datacenter  (Linux, Storage & Virtualisierung)",Laendle,https://www.cvonline.hu/hu/allas/ict-system-engineer-datacenter-linux-storage-virtualisierung-1859217,2026-03-10,2026-03-25,True,,,German: Native,Bachelor,,"Red Hat, Satellite, Ansible, GitLab",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1859171,German Speaking Technical Support Analyst,HSA Kft.,https://www.cvonline.hu/hu/allas/german-speaking-technical-support-analyst-1859171,2026-03-10,2026-03-25,True,Debrecen,,"German: B2-C1, English: B2",High School with Diploma,,,,,,,,,,,,,,,,,,,,
1859237,IT System Administrator - Middleware (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-system-administrator-middleware-m-w-d-1859237,2026-03-10,2026-03-25,True,Höchst,,German: Native,"High School with Diploma, Bachelor",,"Docker/Kubernetes, Git, CI/CD, Azure Cloud",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1859250,Full Stack Entwickler:in,Laendle,https://www.cvonline.hu/hu/allas/full-stack-entwicklerin-1859250,2026-03-10,2026-03-18,False,,,German: Native,"Bachelor, Master","C#, .NET Core, SQL, Vue.js, TypeScript",,,,3-5 years,,,,,,,,,,,,,,,
1859278,"Technical Writer, 80-100% (f/m/x)",Laendle,https://www.cvonline.hu/hu/allas/technical-writer-80-100-f-m-x-1859278,2026-03-10,2026-03-13,False,not specified,,"English: B2, German: not specified",,,,On-site with home office,Full-time,not specified,,,,,,,,,,,,,,,
1859281,"IT-SYSTEMADMINISTRATOR, SCHWERPUNKT SECURITY (M/W/D)",Laendle,https://www.cvonline.hu/hu/allas/it-systemadministrator-schwerpunkt-security-m-w-d-1859281,2026-03-10,2026-03-11,False,,,German: Native,"High School with Diploma, Bachelor",,,On-site,Full-time,,,,,,,,,,,,,,,,
1859289,Senior Techincal Solution Architect D365 (all gender),Laendle,https://www.cvonline.hu/hu/allas/senior-techincal-solution-architect-d365-all-gender-1859289,2026-03-10,2026-03-11,False,Hard,,"German: Native, English: Fluent",Bachelor,,"Microsoft Dynamics 365 Finance & Operations, Azure DevOps, Lifecycle Services, Power Platform Admin Center",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1859269,IT-Inhouse Consultant Supply Chain Management / Produktionsplanung (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consultant-supply-chain-management-produktionsplanung-m-w-d-1859269,2026-03-10,2026-03-14,False,Höchst,,"German: Native, English: Professional",Bachelor,,"SAP PP, Non-SAP Systems",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859253,IT-Projektleiter (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-projektleiter-m-w-d-1859253,2026-03-10,2026-03-18,False,Höchst,,"German: Native, English: Professional",Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859229,Entwicklungsingenieur für Assistenz- & Automatisierungssysteme (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/entwicklungsingenieur-fur-assistenz-automatisierungssysteme-m-w-d-1859229,2026-03-10,2026-03-22,False,,2000 EUR gross/month,"English: B2, German: C1","Bachelor, Master","Python, C++",,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859239,SAP Inhouse Consultant (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/sap-inhouse-consultant-m-w-d-1859239,2026-03-10,2026-03-25,True,,,,,,,,,,,,,,,,,,,,,,,,
1859228,Teamlead Software Development (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamlead-software-development-m-w-d-1859228,2026-03-10,2026-03-22,False,,,"German: C2, English: C1","Bachelor, Master",,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1859288,Spezialist:in für digitale klinische Prozesse,Laendle,https://www.cvonline.hu/hu/allas/spezialistin-fur-digitale-klinische-prozesse-1859288,2026-03-10,2026-03-25,True,Feldkirch,,German: Native,"Bachelor, Master",,,On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1859232,Junior Product Owner - Digitale Produkte & Services,Laendle,https://www.cvonline.hu/hu/allas/junior-product-owner-digitale-produkte-services-1859232,2026-03-10,2026-03-25,True,,,,,,,,,,,,,,,,,,,,,,,,
1859264,Business Analyst (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/business-analyst-m-w-d-1859264,2026-03-10,2026-03-14,False,,Mindestens 2000 EUR brutto/Monat (kollektivvertragliches Mindestentgelt),English: B2,"Bachelor, Master",,,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1859268,IT-Inhouse Consultant Order-To-Cash (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consultant-order-cash-m-w-d-1859268,2026-03-10,2026-03-14,False,Höchst,,"German: Native, English: Professional",Bachelor,,"SAP SD, SAP TM, SAP APO, SAP IBP",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859260,Team Lead - Solution Architect (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/team-lead-solution-architect-m-w-d-1859260,2026-03-10,2026-03-14,False,,"14,600 EUR gross/year (based on collective agreement)",German: Native,Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859234,Learning Coordinator Information Services & Organization,Laendle,https://www.cvonline.hu/hu/allas/learning-coordinator-information-services-organization-1859234,2026-03-10,2026-03-22,False,Höchst,,"German: Native, English: Fluent",Bachelor,,,On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
1859244,Teamleiter IT-Infrastruktur (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamleiter-it-infrastruktur-m-w-d-1859244,2026-03-10,2026-03-25,True,,"14,250 EUR gross/month","German: C2, English: C1",Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859283,Business Analyst,Laendle,https://www.cvonline.hu/hu/allas/business-analyst-1859283,2026-03-10,2026-03-25,True,,,,,,,,,,,,,,,,,,,,,,,,
1859223,IT Digital Workplace Specialist (m/w),Laendle,https://www.cvonline.hu/hu/allas/it-digital-workplace-specialist-m-w-1859223,2026-03-10,2026-03-25,True,,Je nach Erfahrung und Qualifikation deutlich über dem Kollektivvertrag,"German: Native, English: Native",IT-Ausbildung oder langjährige Praxiserfahrung in diesem Bereich,,Microsoft 365,,Full-time,5+ years,,,,,,,,,,,,,,,
1859213,"Cloud DevOps Engineer - .NET / Azure, 80-100% (f/m/x)",Laendle,https://www.cvonline.hu/hu/allas/cloud-devops-engineer-net-azure-80-100-f-m-x-1859213,2026-03-10,2026-03-25,True,,N/A,English: B2,Bachelor,"C#, .NET, Blazor, ASP.NET Core","Azure DevOps, Terraform, Docker, Kubernetes, Visual Studio",Flexible,Full-time,3-5 years,,,,,,,,,,,,,,,
1859270,Application Engineer für digitale Lösungen in der Fertigung (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/application-engineer-fur-digitale-losungen-der-fertigung-m-w-d-1859270,2026-03-10,2026-03-13,False,,"14,600 EUR gross/year (based on collective agreement)",German: Native,"Higher Technical Education, Bachelor, Master",,"APIs, Datenbanken, MES/ERP-Systeme",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1859233,CRM-Entwickler MS Dynamics 365 (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/crm-entwickler-ms-dynamics-365-m-w-d-1859233,2026-03-10,2026-03-25,True,,,"German: C2, English: C2","High School with Diploma, University","C#, SQL, JavaScript","MS Dynamics 365 CRM, Microsoft Power Platform, .NET, Azure DevOps, React, Power BI",,Full-time,1-3 years,,,,,,,,,,,,,,,
1859271,IT-Inhouse Consultant Supply Chain Management / Materialdisposition (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consultant-supply-chain-management-materialdisposition-m-w-d-1859271,2026-03-10,2026-03-14,False,Höchst,,"German: Native, English: Fluent",Bachelor,,"SAP ERP, SAP APO, Non-SAP, S/4HANA, IBP",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859267,IT-Inhouse Consulting Logistics Execution (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-inhouse-consulting-logistics-execution-m-w-d-1859267,2026-03-10,2026-03-14,False,Höchst,,"German: Native, English: Professional",Bachelor,,SAP-EWM,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859240,IT System Engineer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-system-engineer-m-w-d-1859240,2026-03-10,2026-03-20,False,Höchst,,"German: Native, English: Professional",High School with Diploma,,"Windows Server, Linux, Active Directory, Group Policies",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1859220,IT Platform Engineer ServiceNow (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-platform-engineer-servicenow-m-w-d-1859220,2026-03-10,2026-03-25,True,"Höchst, Austria",,"English: B2, German: Native",Bachelor,"PowerShell, SQL",ServiceNow,On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
1859287,SAP Inhouse Consultant PP/PM (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/sap-inhouse-consultant-pp-pm-m-w-d-1859287,2026-03-10,2026-03-25,True,,,"German: C1, English: B2","High School with Diploma, Bachelor, Master",,"SAP PP, SAP PM, S/4HANA",On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1859218,IT Data Analytics Specialist,Laendle,https://www.cvonline.hu/hu/allas/it-data-analytics-specialist-1859218,2026-03-10,2026-03-25,True,,,German: Native,"Bachelor, Master",SQL,"Qlik (Sense, Cloud, QMC, WIP), Linux",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1859259,Software Developer - Data & System Integration Solutions (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/software-developer-data-system-integration-solutions-m-w-d-1859259,2026-03-10,2026-03-14,False,,Kollektivvertragliches Mindestentgelt der Metallindustrie,German: Native,"Bachelor, Master",,"Tyk.IO, Kafka",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859256,Abteilungsleiter Software Programmiersysteme (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/abteilungsleiter-software-programmiersysteme-w-m-d-1859256,2026-03-10,2026-03-25,True,Feldkirch,,"German: B2, English: B1",Bachelor,"C, C++, Java, Rust, IEC",,Flexible,Full-time,3-5 years,,,,,,,,,,,,,,,
1859248,"Learning Systems Administrator, 80-100% (f/m/x)",Laendle,https://www.cvonline.hu/hu/allas/learning-systems-administrator-80-100-f-m-x-1859248,2026-03-10,2026-03-25,True,"Klaus, Austria, Erlangen, Germany",,"English: B2, German: C1",High School with Diploma,,docebo,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1859225,Senior Cyber Security Specialist,Laendle,https://www.cvonline.hu/hu/allas/senior-cyber-security-specialist-1859225,2026-03-10,2026-03-25,True,,,German: Native,"Bachelor, Master",,,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1859226,Daten- und Business Intelligence Experte im Kundendienst Baumaschinen (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/daten-und-business-intelligence-experte-im-kundendienst-baumaschinen-m-w-d-1859226,2026-03-10,2026-03-22,False,,,English: B2,"Bachelor, Master","Java, Python, C#","Microsoft Dynamics 365, Power BI, PowerApps",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1859304,Rendszer technikus,Hire-One Kft.,https://www.cvonline.hu/hu/allas/rendszer-technikus-1859304,2026-03-10,2026-03-25,True,,,,High School with Diploma,,,On-site,,,,,,,,,,,,,,,,,
1859221,Support & Operations Specialist (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/support-operations-specialist-m-w-d-1859221,2026-03-10,2026-03-25,True,,,German: Native,,,,On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1859241,"Software Quality Engineer – Test Automation, 80-100% (w/m/x)",Laendle,https://www.cvonline.hu/hu/allas/software-quality-engineer-test-automation-80-100-w-m-x-1859241,2026-03-10,2026-03-25,True,Klaus,,English: B2,,C#,"Windows Desktop Application, .NET Framework",On-site with home office,Full-time,1-3 years,,,,,,,,,,,,,,,
1859243,Teamleiter Service Desk (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamleiter-service-desk-m-w-d-1859243,2026-03-10,2026-03-25,True,,Kollektivvertragliches Mindestentgelt der Metallindustrie,"German: Native, English: Fluent",,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859265,.NET Backend Developer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/net-backend-developer-m-w-d-1859265,2026-03-10,2026-03-14,False,,1400 EUR gross/month,English: B2,High School with Diploma,"C#, Java","AWS, Azure",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1859282,IT-Mitarbeiter im Löwen Hotel Montafon (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/it-mitarbeiter-im-lowen-hotel-montafon-m-w-d-1859282,2026-03-10,2026-03-11,False,,,German: Native,"Bachelor, Master",,"Microsoft 365, Fidelio Suite8, Oracle Simphony, Salto ProAccess Space, Geutebrück G-Core, Easreserve",,Full-time,1-3 years,,,,,,,,,,,,,,,
1859222,"Senior Conversion, Experience & Growth Manager(m/w/d)",Laendle,https://www.cvonline.hu/hu/allas/senior-conversion-experience-growth-managerm-w-d-1859222,2026-03-10,2026-03-25,True,,nach Vereinbarung,German: Native,,,,On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
