job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Practical Experience,Other Requirements,Company,Position,Master,PhD,job_title,company_name,location,date_posted,base_salary,required_experience,education,language_skills,technical_skills,soft_skills,company_overview,contact_information,Vysokoškolské II. stupňa,base_salary_bruto,currency,salary_frequency,posting_date,job_description,requirements,application_instructions,salary_details,date_of_publication,required_education,required_skills,years_of_experience,company_characteristics,job_reference_id,date_of_investment,System,System Skills,Soft Skills,Experience,Job Position,.NET Programming Languages,AngularJS,job_position
5234227,PL SQL Developer (20h/ týždeň - študentská dohoda),"I.S.D.D. plus, s.r.o.",https://www.profesia.sk/praca/i-s-d-d-plus/O5234227?search_id=ee723e98-396a-4033-bb03-b7dd5b5f4269,2026-02-13,2026-03-13,False,Bratislava,,"English: B2, Slovak: C2",Bachelor,"SQL, PL/SQL, T-SQL, JavaScript, HTML, CSS",,,Short-term,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234226,Špecialista pre riadenie lokálnych operačných rizík - LORM pre ČSOB Poisťovňu (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5234226?search_id=ee723e98-396a-4033-bb03-b7dd5b5f4269,2026-02-13,2026-03-08,False,Bratislava,2 200 EUR/month gross,English: B2,,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234210,Customer Success Manager – Košice | US Hours,"NATEK SLOVAKIA, s.r.o.",https://www.profesia.sk/praca/natek-slovakia/O5234210?search_id=ee723e98-396a-4033-bb03-b7dd5b5f4269,2026-02-13,2026-03-13,False,Košice,1 600 EUR gross/month,English: C1,"Bachelor, Master",,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234183,Consultant Cloud AI Sovereignty (ICT Consultant),Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5234183?search_id=ee723e98-396a-4033-bb03-b7dd5b5f4269,2026-02-13,2026-03-25,True,,1 900 EUR/month,,Bachelor’s degree (or higher),,,Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234159,Senior SW Developer for Embedded Systems  for Home Appliances Košice or Michalovce/Hybrid,"BSH Drives and Pumps s.r.o., člen skupiny BOSCH",https://www.profesia.sk/praca/bsh-drives-and-pumps-clen-skupiny-bosch/O5234159?search_id=ee723e98-396a-4033-bb03-b7dd5b5f4269,2026-02-13,2026-02-26,False,Košice,2 500 EUR gross/month,English - Upper intermediate (B2),"Bachelor's degree, Master's degree, Postgraduate (Doctorate)",C/C++,"RTOS (e.g., FreeRTOS, Zephyr), Microcontrollers (e.g., ARM Cortex-M, STM32)",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234123,IT analytik senior vývoj SW na mieru,Fores Technology Group,https://www.profesia.sk/praca/fores-technology-group/O5234123?search_id=ee723e98-396a-4033-bb03-b7dd5b5f4269,2026-02-13,2026-03-13,False,Bratislava,2 500 EUR/mesiac,"English: B2, Slovak: C1","Bachelor, Master",,"T-SQL, XML, UML, Enterprise Architect, MS Office (advanced level), JIRA, Confluence",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234120,Digita Data Engineer,"HENKEL SLOVENSKO, spol. s r.o.",https://www.profesia.sk/praca/henkel-slovensko/O5234120?search_id=ee723e98-396a-4033-bb03-b7dd5b5f4269,2026-02-13,2026-03-25,True,Bratislava,1900 EUR gross/month,English: B2,Bachelor,"Python, PySpark, SQL","Git, MS Office (Word, Excel, PowerPoint), Power BI",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234093,Senior Data Analyst,CODERAMA s. r. o.,https://www.profesia.sk/praca/coderama/O5234093?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-02-25,False,,3 500 - 6 400 EUR/mesiac,"Anglický jazyk - Pokročilý (C1), Slovenský jazyk - Expert (C2)","Vysokoškolské I. stupňa, Vysokoškolské II. stupňa, Vysokoškolské III. stupňa",,"SQL (PostgreSQL), Clickhouse, BI nástrojov ( AWS QuickSight , Tableau alebo Power BI), Enterprise Architect nástrojov",Práca z domu,plný úväzok,5+ rokov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234080,Software Developer,Sudolio a.s.,https://www.profesia.sk/praca/sudolio/O5234080?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-11,False,Banská Bystrica,4 000 EUR gross/month,"Slovak: B2, English: B2","Bachelor, Master","JavaScript/TypeScript, PHP, Python","Vue, Svelte, Node.js (Express/Nest.js), PostgreSQL, MySQL, MongoDB, GIT, Docker, Test tools",,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233782,Delivery Management (all humans),Erste Digital GmbH,https://www.profesia.sk/praca/erste-digital-gmbh/O5233782?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-11,False,Bratislava,2800 EUR gross/month,"English: B2, German: A1",,,"Jira, Confluence",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234049,"IT Analyst / Business Consultant - buď partnerom pri tvorbe riešení, ktoré majú skutočný dopad",SOFTEC,https://www.profesia.sk/praca/softec/O5234049?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-08,False,Bratislava,2 000 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234048,IT Consultant/Manager – Telco & Retail,SOFTEC,https://www.profesia.sk/praca/softec/O5234048?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-08,False,Bratislava,3 000 EUR/mesiac,English: B2,Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234047,"Fullstack Developer - rozvíjaj sa pri projektoch, ktoré majú zmysel",SOFTEC,https://www.profesia.sk/praca/softec/O5234047?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-08,False,Bratislavský kraj,3 000 EUR/mesiac,,"Vysokoškolské I. stupňa, Vysokoškolské II. stupňa, Vysokoškolské III. stupňa","Java 17+, Angular 16+, Quarkus, Spring/SpringBoot, PostgreSQL / Oracle DB","AWS Cloud, Docker / Podman",Hybridný režim s možnosťou home-office (2 dni v týždni),Plný úväzok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234046,Junior Developer - skvelý začiatok tvojej kariéry v IT!,SOFTEC,https://www.profesia.sk/praca/softec/O5234046?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-08,False,Bratislavský kraj,1 600 EUR brutto/month,,"Bachelor, Master","Java, .NET, React, Angular, JavaScript",,Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234045,Junior Analytik - skvelý začiatok tvojej kariéry v IT!,SOFTEC,https://www.profesia.sk/praca/softec/O5234045?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-08,False,Bratislavský kraj,1 600 EUR gross/month,English: B1,"Bachelor, Master",,"UML, SQL",Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234044,"AI/ML Specialist - rozvíjaj sa pri projektoch, ktoré majú zmysel",SOFTEC,https://www.profesia.sk/praca/softec/O5234044?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-02-26,False,"Bratislavský kraj, Slovensko",3 000 EUR/mesiac * Uvedená mzda predstavuje minimálne platové ohodnotenie. Finálna mzda bude závisieť od tvojich platových očakávaní a skúseností.,,"Vysokoškolské II. stupňa, Vysokoškolské III. stupňa","Python, R, Scala, Java, SQL","PyTorch/TensorFlow, LangChain, LlamaIndex, MLOps nástroje a CI/CD pipeline pre ML projekty, Skúsenosti s cloud platformami (AWS, GCP, Azure) a ich ML službami",Hybridný režim s možnosťou home-office (2 dni v týždni),Plný úväzok,3-5 roky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234043,Software Delivery Teamleader,SOFTEC,https://www.profesia.sk/praca/softec/O5234043?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-08,False,Žilina,2 500 EUR gross/month,English: B2,"Bachelor, Master",,"ITIL, PRINCE2, SAFe, Agile, Scrum",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234042,Junior Developer - skvelý začiatok tvojej kariéry v IT!,SOFTEC,https://www.profesia.sk/praca/softec/O5234042?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-08,False,Žilina,1 600 EUR gross/month,,Bachelor,"Java, .NET, React, Angular, JavaScript",,Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234034,IT administrátor,"GoodRequest, s. r. o.",https://www.profesia.sk/praca/goodrequest/O5234034?search_id=60f78858-3032-42bc-a27a-c085839071d9,2026-02-13,2026-03-11,False,Žilina-Vlčince,2 000 EUR/mesiac,"Anglický jazyk - Stredne pokročilý (B2), Slovenský jazyk - Pokročilý (C1)","Vysokoškolské I. stupňa, Vysokoškolské II. stupňa",,"Jira, Notion, Slack, Google",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234020,Pricing Analyst,Clarios,https://www.profesia.sk/praca/clarios/O5234020?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-02-26,False,Bratislava,1 400 EUR gross/month,English: B2,Bachelor,,"Excel (VLOOKUP, Pivot tables)",Home-Office,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161204,SAP Developer (Abap/Ui5) | Junior & Senior,Neumann Consulting s. r. o.,https://www.profesia.sk/praca/neumann-consulting/O5161204?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-11,False,Bratislava,2 500 EUR gross/month,English: B2,"Bachelor, Master","ABAP, UI5","SAP ABAP, SAP UI5, Fiori, CDS views, Web IDE",,Full-time,"1-3 years, 3-5 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233998,Medior/Senior Test Automation Engineer for Mobile Applications,Fpt Slovakia s.r.o.,https://www.profesia.sk/praca/fpt-slovakia/O5233998?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-05,False,,2000 EUR gross/month,English: B2,,"Java, Kotlin, JavaScript, C#, VBScript","Selenium, JUnit, TestNG",Remote work,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233984,"Hľadáme Dátového analytika, ktorý premení dáta na rozhodnutia",Bratislavské centrum služieb,https://www.profesia.sk/praca/bratislavske-centrum-sluzieb/O5233984?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-11,False,Bratislava,2 200 EUR gross/month,,Bachelor,"Power BI, SQL","Power BI, Power Automate, Microsoft 365 (Power Apps)",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233977,MLOps&Network Infrastructure Architect,Edgar Baker s. r. o.,https://www.profesia.sk/praca/edgar-baker/O5233977?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-11,False,Bratislava,5000 EUR gross/month,English: C1,"Bachelor, Master",,"Puppet, Terraform",,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233967,MLOps | DevOps Engineer Intern,Dell Technologies,https://www.profesia.sk/praca/dell-technologies/O5233967?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-11,False,Bratislava,,,Master,Python,"Docker, Kubernetes, GitHub Actions, GitLab CI, Azure DevOps, n8n, Flowise, Apache Airflow",,Short-term,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233966,Reporting & BI Specialist (Power BI / Dynamics NAV & Business Central),"GreenChem SK, s.r.o.",https://www.profesia.sk/praca/greenchem-sk/O5233966?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-25,True,Bratislava,1 800 EUR gross/month,"English: B2, Slovak: B2",Bachelor,,"Microsoft Power Bi - Advanced, Microsoft Office 365 - Advanced",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233936,DevOps Engineer for globally developed medical imaging products,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5233936?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-02-19,False,Košice,2700 EUR brutto/month,English: B2,Bachelor,"PowerShell, Python, Bash","Azure DevOps, Git, Jenkins",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233903,Senior ICT Engineer for infrastructure - VMware ESXi,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5233903?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-25,True,Košice,1 850 EUR gross/month,English: Upper intermediate (B2),,,"VMware ESXi, VMware vCenter",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233861,Junior Database Engineer,"Orange Slovensko, a.s.",https://www.profesia.sk/praca/orange-slovensko/O5233861?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-11,False,Banská Bystrica,1 900 EUR gross/month,,,"SQL, PL/SQL","Oracle databases, MySQL/MariaDB, PostgreSQL, Elasticsearch, MongoDB, Shell scripting",Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233858,Junior Database Engineer,"Orange Slovensko, a.s.",https://www.profesia.sk/praca/orange-slovensko/O5233858?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-11,False,Bratislava,1 900 EUR gross/month,,,"SQL, PL/SQL","Oracle databases, MySQL/MariaDB, PostgreSQL, Elasticsearch, MongoDB, Shell scripting",Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233857,Senior System management / Monitoring  Engineer,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5233857?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-11,False,Košice,1 850 EUR gross/month,"German: Upper Intermediate (B2), English: B2",,,"Icinga2, Broadcom Spectrum Centreon, Amdosoft b4 PRTG, Grafana, Prometheus",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233835,"SAP IS-U konzultant (Remote, možnosť TPP/kontrakt)","Unlimit Recruitment, s.r.o.",https://www.profesia.sk/praca/unlimit-recruitment/O5233835?search_id=d002d3ea-f3ab-4c8b-8438-0efeddd0e278,2026-02-13,2026-03-11,False,,2 500 EUR gross/month,English: B1,"Bachelor, Master",ABAP,SAP IS-U,Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233830,IT End User Support - Part -time (20 hours/week),"TESCO STORES SR, a.s.",https://www.profesia.sk/praca/tesco-stores-sr/O5233830?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-10,False,"Zlaté Piesky, Ružinov",800 EUR/month,"Slovak: C1, English: B2",,,,Hybrid,Part-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233828,Medior IT Analytik,SOFTEC,https://www.profesia.sk/praca/softec/O5233828?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-08,False,Bratislava,2 400 EUR/mesiac,English: B2,"Bachelor, Master",,,Hybridný režim s možnosťou home-office (2 dni v týždni),plný úväzok,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233807,Junior IT Analytik,SOFTEC,https://www.profesia.sk/praca/softec/O5233807?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-08,False,Bratislava,1 800 EUR/mesiac,angličtina: B2,"Vysokoškolské I. stupňa, Vysokoškolské II. stupňa",,,Hybridný režim práce,plný úväzok,0-1 roky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233795,Junior administrátor kybernetickej bezpečnosti v ZA,"Slovanet, a. s.",https://www.profesia.sk/praca/slovanet/O5233795?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-25,True,Žilina,1 800 EUR gross/month,English: B1,,"shell, Perl, PHP, awk","Fortinet products, Cisco products, Palo Alto products",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233791,Senior Backup Engineer,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5233791?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,"Košice region, Slovakia",1850 EUR gross/month,English: Upper Intermediate (B2),,PowerShell,"Veeam Backup & Replication systems, SAN and NAS storage administration, Rubrik, Windows and Linux server environments, Azure administration",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233784,Senior NAS Storage Engineer,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5233784?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,"Košice region, Slovakia",1850 EUR gross/month,"English: B2, German: Upper Intermediate (B2) - Advantage","Master’s or diploma degree, or equivalent professional experience",,"ITIL processes, NetApp FAS / AFF / Ontap Select, EMC DD2200 / DD3300, NetApp StorageGRID Webscale, Azure administration, High-availability solutions on common storage platforms (e.g., Dell PowerStore)",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233780,Junior administrátor kybernetickej bezpečnosti v BB,"Slovanet, a. s.",https://www.profesia.sk/praca/slovanet/O5233780?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-25,True,Banská Bystrica,1 800 EUR gross/month,English: B1,,"shell, Perl, PHP, awk","MS Windows, Linux",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233769,Senior Java Developer/Architekt,CODERAMA s. r. o.,https://www.profesia.sk/praca/coderama/O5233769?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,"Bratislava, Slovensko",4 500 - 7 000 EUR/mesiac,"Anglický jazyk - Stredne pokročilý (B2), Slovenský jazyk - Pokročilý (C1)","Vysokoškolské II. stupňa, Vysokoškolské I. stupňa","Java, Spring Boot","Amazon Web Services (AWS), PostgreSQL, CI/CD pipeline, Kubernetes, Terraform",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233724,Software Engineer,LIBERDA Sensortechnik k.s.,https://www.profesia.sk/praca/liberda-sensortechnik-k-s/O5233724?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,Šamorín,2 500 EUR gross/month,"Hungarian: Intermediate (B2), English: Intermediate (B2)","High School with Diploma, Bachelor","Perl, LAMP, C#, WPF, WinUI","Git, REST API, VPN",On-site with home office,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233681,Medior .NET fullstack vývojar,Stengl a.s.,https://www.profesia.sk/praca/stengl/O5233681?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-02-26,False,,25 EUR/hod.,Nemecký jazyk - Stredne pokročilý (B2),"Bachelor, Master","C#, JavaScript, TypeScript","Angular 10, .NET, .NET Core, .NET MVC, SQL, JSON, XML, OpenAPI, xUnit, MS Test",Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233680,SAP Senior konzultant,Lugera & Maklér spol.s r.o.,https://www.profesia.sk/praca/lugera-makler/O5233680?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,Trenčiansky kraj,2 900 EUR gross/month,"English: B1, German: B1",Bachelor,,SAP,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233671,Java fullstack Developer (kontrakt 5000 - 7000 €,Pro HR,https://www.profesia.sk/praca/pro-hr/O5233671?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,Bratislava,5000 EUR gross/month,English: B2,Bachelor,"Java - Advanced, Spring - Advanced","JPA, SQL, Docker - Skillful, Podman - Skillful, Vaadin",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233669,Software Engineer  node.js,Pro HR,https://www.profesia.sk/praca/pro-hr/O5233669?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,Bratislava,3 200 EUR gross/month,English: B2,Bachelor,"Node.js, Next.js, TypeScript, React, Angular, Vue, JavaScript","MariaDB, MySQL, Redis, Docker, Composer, GIT (Bitbucket), REST API",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233668,Python Engineer,Pro HR,https://www.profesia.sk/praca/pro-hr/O5233668?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,Bratislava,3 600 EUR/month,English: B2,Master's degree,"Python - Advanced, FastAPI, Flask, NumPy","Prompt Engineering, Vector databases and embedding models, LangChain, LangGraph, LlamaIndex, CrewAI, Autogen, Taskweave, Azure cloud services, Version control, CI/CD, Docker",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233657,Junior/Medior Fullstack Developer (Kotlin + Angular),ARTIN Slovakia s. r. o.,https://www.profesia.sk/praca/artin-slovakia/O5233657?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-11,False,Bratislava,1 600 EUR gross/month,English: B2,Bachelor,"Kotlin, Java, JavaScript","Angular 16, Spring, Hibernate, QueryDsl, Liquibase, MS SQL",Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233589,TB Developer,AUMOVIO SE,https://www.profesia.sk/praca/aumovio-se/O5233589?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-03-25,True,Zvolen,1855 EUR gross/month,"English: B2, Slovak: C1",Bachelor,"LabVIEW - Advanced, PLC Siemens - Advanced, C++ - Advanced, Python - Advanced","LabVIEW Core 1 & 2 Certificates, SolidWorks Electrical or similar tools",,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233639,Consulting Manager (Banking),Synpulse Slovakia s.r.o.,https://www.profesia.sk/praca/synpulse-slovakia/O5233639?search_id=95c236f9-4043-4682-ab8d-79b74e7dd278,2026-02-13,2026-02-26,False,Bratislava,3 558 EUR gross/month,English: C1,Master,,Microsoft Office: Advanced,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233638,Java developer,Prvá stavebná sporiteľňa a.s.,https://www.profesia.sk/praca/prva-stavebna-sporitelna/O5233638?search_id=2d5b14a1-c71d-4118-bde4-985296bcee11,2026-02-13,2026-03-11,False,Bratislava,2 200 EUR gross/month,English: B1,Bachelor,"Java, Microservice architektúra, Kubernetes, Spring boot, Angular, Redux, Kafka, Mongo DB, ELK, GitLab",,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223147,Code Commander (Software Team Lead),HexaTech s. r. o.,https://www.profesia.sk/praca/hexatech/O5223147?search_id=2d5b14a1-c71d-4118-bde4-985296bcee11,2026-02-13,2026-03-11,False,Bratislava,3 000 EUR/month,"Slovak: Upper intermediate (B2), English: Upper intermediate (B2)","Bachelor, Master","Java - Advanced, Python - Advanced, Django - Basic, .NET - Advanced, SQL - Skillful, GIT - Skillful, Docker - Basic","Spring Boot - Basic, Security architecture - Basic",Hybrid,Full-time,2-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233604,Senior Microsoft Infrastructure Engineer (L3),CANCOM Slovakia s.r.o.,https://www.profesia.sk/praca/cancom-slovakia/O5233604?search_id=2d5b14a1-c71d-4118-bde4-985296bcee11,2026-02-13,2026-03-11,False,Košice,2 500 EUR gross/month,English: B2,"Bachelor, Master",,"Microsoft Active Directory - Expert, Active Directory (Windows) - Expert, Azure Active Directory - Expert, DNS - Domain Name System - Expert, DHCP - Dynamic Host Configuration Protocol - Expert, Windows File Services",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233569,"Správca IS (PSS SVIDNÍK, a.s.)",Lepšia Práca,https://www.profesia.sk/praca/lepsia-praca/O5233569?search_id=2d5b14a1-c71d-4118-bde4-985296bcee11,2026-02-13,2026-03-11,False,Svidník,1 040 EUR gross/month,,Bachelor,,,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233565,Hľadáme IT analytika pre naše unikátne softvérové projekty!,PosAm spol. s r.o.,https://www.profesia.sk/praca/posam/O5233565?search_id=2d5b14a1-c71d-4118-bde4-985296bcee11,2026-02-13,2026-03-11,False,Bratislava,2 500 EUR gross/month,English: B1,Bachelor,,"BPMN, UML, EA, SQL, REST API",,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233551,Application Manager with Product Ownership,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5233551?search_id=2d5b14a1-c71d-4118-bde4-985296bcee11,2026-02-13,2026-03-25,True,,1 320 EUR/month,,,"Java, Python, Go","GitLab CI/CD, Docker, Kubernetes",Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
