job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Python,Power BI,Azure SQL
5238062,IT specialist,"YURA Corporation Slovakia, s. r. o.",https://www.profesia.sk/praca/yura-corporation-slovakia/O5238062?search_id=1189b9a2-9c42-4ec1-a232-2b878da6bdf9,2026-02-20,2026-03-13,False,Lednické Rovne,1200 - 3000 EUR gross/month,English: B2,High School with Diploma,,,On-site,Full-time,0-1 years,,,
5238027,Backend Developer (Node.js),"GoodRequest, s. r. o.",https://www.profesia.sk/praca/goodrequest/O5238027?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-03-20,False,Liptovský Mikuláš,2200 EUR gross/month,"English: B2, Slovak: C1",Bachelor,Node.js,"Docker, Kubernetes, Github Actions, Redis, Elasticsearch, CI/CD, Jest, Mocha, DigitalOcean, AWS",Hybrid,Full-time,3-5 years,,,
5237988,Špecialista/Špecialistka technickej podpory,"O2 Slovakia, s.r.o.",https://www.profesia.sk/praca/o2-slovakia/O5237988?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-03-18,False,Banská Bystrica,2000 EUR gross/month,,,,,Home-Office,Full-time,,,,
5237967,IT Field Support Specialist (L2),EUROFINS,https://www.profesia.sk/praca/eurofins/O5237967?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-03-20,False,Bratislava region,2000 - 2500 EUR gross/month,"English: C1, Slovak: C1",Bachelor's degree,,"Microsoft Windows operating systems, Microsoft 365 (Outlook, Teams, SharePoint, OneDrive), Modern workplace management tools (e.g., Microsoft Intune)",Hybrid,Full-time,5+ years,,,
5237915,"Programátor / Developer pre e-commerce – Shoptet, Upgates, Shopify (Medior / Senior)",Gaelta s. r. o.,https://www.profesia.sk/praca/gaelta/O5237915?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-03-20,False,Trnava,1800 EUR gross/month,"{'Slovak': 'Expert (C2)'}, {'Czech': 'Intermediate (B2)'}, {'English': 'Basic (B1)'}",Bachelor's degree or higher,"HTML, CSS, JavaScript","Shoptet, Shopify, Upgates, WordPress/WooCommerce",Full remote,Full-time,3-5 years,,,
5237948,Project Manager PP/DS and Master Data Steward,VAILLANT GROUP Heat Pump Production s.r.o.,https://www.profesia.sk/praca/vaillant-group-heat-pump-production/O5237948?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-03-20,False,Senica,3000 EUR gross/month,English: fluent,,,"SAP PP, PP/DS, S/4HANA",Full-time with occasional home office,Full-time,3-5 years,,,
5237615,Manažér kybernetickej bezpečnosti,Slovak Parcel Service s.r.o.,https://www.profesia.sk/praca/slovak-parcel-service/O5237615?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-03-14,False,Ivanka pri Dunaji,2500 EUR gross/month,"{'Language': 'Slovak', 'Level': 'Expert (C2)'}, {'Language': 'English', 'Level': 'Advanced (C1)'}",Bachelor,,,Hybrid,Full-time,3-5 years,,,
5237947,Senior DevOps Engineer – Intelligent Access Platform,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5237947?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-03-25,True,Košice,2600 EUR gross/month,English: B2,,"Bash, Python","GitLab CI/CD, Jenkins, Docker, Kubernetes, Ansible, Terraform, Puppet, ELK, Prometheus, Grafana",Job with occasional home office,Full-time,,,,
5237943,AI SERVICES - Senior DevOps Engineer in Košice,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5237943?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-02-24,False,Košice,3000 EUR gross/month,English: B2,"Bachelor's degree in Computer Science, Information Technology, or a related field",,"Docker, Kubernetes, Helm charts, Terraform, GitLab CI/CD pipelines",Hybrid,Full-time,4+ years,,,
5237942,AI SERVICES - Senior DevOps Engineer in Bratislava,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5237942?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-02-24,False,Bratislava,3000 EUR gross/month,English: B2,"Bachelor's degree in Computer Science, Information Technology, or a related field",,"Docker, Kubernetes, Helm charts, Terraform, GitLab CI/CD pipelines",Hybrid,Full-time,4+ years,,,
5237899,Senior IT architekt pre digitálne kanály Tatra banky,"Tatra banka, a.s.",https://www.profesia.sk/praca/tatra-banka/O5237899?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-03-25,True,Bratislava,3800 EUR gross/month,English: B2,Bachelor,,,Full-time with home office,Full-time,5+ years,,,
5237895,Senior Software Developer,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5237895?search_id=e4c74731-6e4b-4c3e-82ff-fa0c7ebf0080,2026-02-20,2026-02-26,False,Bratislava,2500 EUR gross/month,,"Bachelor, Master, PhD",Java,"Spring Boot, JPA, Gradle, Git, Jenkins, SonarQube, Jira, Kafka, Elasticsearch, Cassandra, Apache Spark, Apache Drools, Docker/Kubernetes, Linux",Hybrid,Full-time,,,,
5237848,Fullstack Developer junior,"I.S.D.D. plus, s.r.o.",https://www.profesia.sk/praca/i-s-d-d-plus/O5237848?search_id=90ea2993-baa5-4e64-af98-0e6789962c55,2026-02-20,2026-03-18,False,Bratislava,1500 EUR gross/month,"{'Language': 'Slovak', 'Level': 'C1'}, {'Language': 'English', 'Level': 'B2'}",Bachelor,"Java, React",,Hybrid,Full-time,0-1 years,,,
5237847,React Developer junior,"I.S.D.D. plus, s.r.o.",https://www.profesia.sk/praca/i-s-d-d-plus/O5237847?search_id=90ea2993-baa5-4e64-af98-0e6789962c55,2026-02-20,2026-03-18,False,Bratislava,1500 EUR gross/month,"Slovak: C1, English: B2",Bachelor,"React, TypeScript","Git, REST API",Hybrid,Full-time,0-1 years,,,
5237835,IT Project Manager,"OHPEN Technology Slovakia, s.r.o.",https://www.profesia.sk/praca/ohpen-technology-slovakia/O5237835?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-02-24,False,Bratislava,3500 - 4500 EUR gross/month,English: C1,Secondary with school-leaving examination,,,Job with occasional home office,Full-time,5+ years,,,
5237825,"Senior Software Test Automation Engineer (TypeScript / Python, AWS & AI)",Solar Turbines Slovakia s.r.o.,https://www.profesia.sk/praca/solar-turbines-slovakia/O5237825?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-25,True,Košice,4100 EUR gross/month,English: B2,Bachelor's degree,"TypeScript, Python","Playwright, Cypress, Docker, Git, JMeter, k6, Apigee, API gateways",Job with occasional home office,Full-time,5+ years,,,
5237814,Software Engineer (NET),Solar Turbines Slovakia s.r.o.,https://www.profesia.sk/praca/solar-turbines-slovakia/O5237814?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-25,True,Košice,2700 EUR gross/month,English: B2,Bachelor's Degree,".NET - Advanced, C#","Jenkins, Azure Devops",Job with occasional home office,Full-time,2+ years,,,
5237795,Business Consultant – NIS (Healthcare),"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5237795?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Bratislava,2000 EUR gross/month,,"Bachelor, Master, PhD",,,Hybrid,Full-time,3-5 years,,,
5237769,Senior systémový administrátor (m/ž),"O2 Slovakia, s.r.o.",https://www.profesia.sk/praca/o2-slovakia/O5237769?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Bratislava,2700 EUR gross/month,,,,"Windows, Active Directory, Microsoft 365/Exchange Online, Azure",Hybrid (office and home office),Full-time,3-5 years,,,
5237787,Implementačný líder (Healthcare/ NIS),"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5237787?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Bratislava,2500 EUR gross/month,,"Bachelor, Master, PhD",,,Hybrid,Full-time,3-5 years,,,
5237774,Java Developer,SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5237774?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Remote,2000 EUR gross/month,English: B2,"Bachelor, Master, PhD",Java 17+,"Spring Boot, RESTful API, SQL",Home-Office,Full-time,3-5 years,,,
5237744,3D Software Developer /Medior/,"Virtual Reality Media, a.s.",https://www.profesia.sk/praca/virtual-reality-media/O5237744?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Trenčín,2300 EUR gross/month,English: B2,Bachelor,"C++, Unreal Engine, OOP, C#, Microsoft Visual Studio","Visual Studio, DirectX, HLSL",Home-Office,Full-time,3-5 years,,,
5237711,Senior Elastic Engineer with German,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5237711?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-25,True,Košice,1850 EUR gross/month,"German: B2, English: B1",,,"Elasticsearch, Kibana, Beats, Logstash, Elastic Agent, ECK, Terraform, Ansible, GitOps, GitLab, Helm",Job with occasional home office,Full-time,,,,
5237703,Obchodný špecialista - priemyselné IT riešenia,BALANCED HR s.r.o.,https://www.profesia.sk/praca/balanced-hr/O5237703?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Trenčiansky kraj,1500 EUR gross/month,English: B1,"Bachelor, Master",,,On-site with home office,Full-time,,,,
5237678,Správca informačných systémov,Ministerstvo vnútra SR,https://www.profesia.sk/praca/ministerstvo-vnutra-sr/O5237678?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Banská Bystrica,1626 EUR gross/month,English: A1,Bachelor with Diploma,Linux/Unix/Windows Server,,Full-time,Full-time,,,,
5237670,Data Analyst,CBRE Global Workplace Solutions s. r. o.,https://www.profesia.sk/praca/cbre-global-workplace-solutions/O5237670?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Bratislava,1800 EUR gross/month,English: C1,University education (Bachelor's degree),"Python, Excel","Power BI, Tableau, Alteryx",Job with occasional home office,Full-time,,,,
5237656,Junior PL/SQL programátor,"SoliT, s.r.o.",https://www.profesia.sk/praca/solit/O5237656?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Bratislava,7 EUR/hour,"English: B2, Slovak: C2",Bachelor's degree in Computer Science or related field,"PL/SQL, SQL, JavaScript","Oracle Database, MariaDB","Full-time, part-time, or on a contract basis (including internships)","Full-time, part-time",,,,
5237647,Could Data Analyst,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5237647?search_id=7cadef63-1238-4c7d-9dc3-e106c4f9f772,2026-02-20,2026-03-18,False,Bratislava,3800 EUR gross/month,English: C1,"University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)",,"Azure Data Factory, Databricks, Kafka",Hybrid,Full-time,4 years,,,
5237646,Data Scientist,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5237646?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-02-26,False,Bratislava,2350.00 EUR gross/month,English: B2,Master's degree or higher,"Python, SQL",,Hybrid,Full-time,3-5 years,,,
5237645,Data Analyst,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5237645?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-05,False,Bratislava,2900 EUR gross/month,English: C2,University education (Master's degree),,"Databricks, Azure Data Factory, Jenkins",Hybrid,Full-time,3-5 years,,,
5237634,Senior IT Analytik,Greyson Consulting s.r.o.,https://www.profesia.sk/praca/greyson-consulting/O5237634?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-18,False,Bratislava,2500 EUR gross/month,"English: B2, Slovak: C2","Bachelor, Master, PhD",,,Hybrid,Full-time,5+ years,,,
5237628,Tvor energetiku budúcnosti cez Data Science – pridaj sa k nám na stáž,"Slovenské elektrárne, a.s.",https://www.profesia.sk/praca/slovenske-elektrarne/O5237628?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-16,False,Bratislava,8 EUR/hour (gross),,"Bachelor, Master, PhD",Python,,"Internship, Stáž",Full-time,0-1 years,,,
5237622,Senior Software Engineer (NET),Solar Turbines Slovakia s.r.o.,https://www.profesia.sk/praca/solar-turbines-slovakia/O5237622?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-25,True,Košice,4100 EUR gross/month,English: B2,Bachelor's Degree or relevant experience in Software engineering,"C#, .NET","CI/CD pipeline, Amazon Web Services (AWS)",Job with occasional home office,Full-time,5+ years,,,
5237614,Data Migration Specialist,Unicorn,https://www.profesia.sk/praca/unicorn/O5237614?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-18,False,Praha,"130,000 CZK brutto/month",{'English': 'B2'},Bachelor,"Informatica PowerCenter, IICS, OpenFlow","ETL/ELT, PostgreSQL, SQL Server, Oracle, Kimball, Data Vault, cloud DWH, API (REST, JSON), Airflow",Hybrid,Full-time,3-5 years,,,
5237612,Software Analyst,UNIQA,https://www.profesia.sk/praca/uniqa/O5237612?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-18,False,Bratislava,2400 EUR gross/month,"{'Language': 'English', 'CEFR Level': 'B1'}",High School with Diploma,,"Jira, Confluence, Kibana",Home-Office,Full-time,,,,
5237584,Digital & AI Performance Management Analyst,Unomedical s.r.o.,https://www.profesia.sk/praca/unomedical/O5237584?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-25,True,Remote,1600 EUR gross/month,English: B2,Bachelor's degree,,"Power BI, Tableau",Fully remote working regime,Full-time,1-3 years,,,
5237542,Správca informačného systému / Administrátor IS,MSM LAND SYSTEMS s.r.o.,https://www.profesia.sk/praca/msm-land-systems/O5237542?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-18,False,Trenčín,2000 EUR gross/month,"{'Language': 'English', 'Level': 'B1'}",Bachelor,,"Microsoft Office 365, Microsoft Windows",On-site with home office,Full-time,3-5 years,,,
5237537,Process Automation Engineer - brigádnik/čka,"Slovenská sporiteľňa, a.s.",https://www.profesia.sk/praca/slovenska-sporitelna/O5237537?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-01,False,Bratislava,6 EUR/hour,,,Robot Framework,"MS Office, Windows/Linux",Home-Office,Short-term,,,,
5237526,Data Scientist f/m,ManpowerGroup Slovensko s.r.o.,https://www.profesia.sk/praca/manpowergroup-slovensko/O5237526?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-18,False,Bratislava,2500 EUR gross/month,,Bachelor,Python,,Home-Office,Full-time,1-3 years,,,
5237523,Data Reporting BI Analyst f/m,ManpowerGroup Slovensko s.r.o.,https://www.profesia.sk/praca/manpowergroup-slovensko/O5237523?search_id=62ed380d-41d7-4d51-8d8c-b7d4e0b2760e,2026-02-20,2026-03-18,False,Bratislava,2500 EUR gross/month,,Bachelor,,"Excel, SQL",Home-Office,Full-time,1 year,,,
5238694,Senior IT Tester (Banking),"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5238694?search_id=e49d298a-47d0-4591-aac7-5b7335b76d00,2026-02-22,2026-03-22,False,Bratislava,1800 EUR gross/month,,High School with Diploma,,,Hybrid,Full-time,3-5 years,,,
5238601,AI Solution Architect,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5238601?search_id=e49d298a-47d0-4591-aac7-5b7335b76d00,2026-02-22,2026-03-20,False,Bratislava,4000 EUR gross/month,,"Bachelor, Master, PhD","Python, TensorFlow/PyTorch",,Hybrid,Full-time,5+ years,,,
5238563,Senior Produktový špecialista na Listing oddelení - Ecommerce / Eshop,iFix s. r. o.,https://www.profesia.sk/praca/ifix/O5238563?search_id=e49d298a-47d0-4591-aac7-5b7335b76d00,2026-02-22,2026-03-25,True,Bratislava,1600 - 2200 EUR gross/month,"English: B2, Slovak: C1","High School with Diploma, Bachelor, Master, PhD",,"Microsoft Excel, Microsoft Outlook",Hybrid (partially remote),Full-time,2 years,,,
5238560,Vibecoder/AI konzultant,"Netmarketer, s.r.o.",https://www.profesia.sk/praca/netmarketer/O5238560?search_id=e49d298a-47d0-4591-aac7-5b7335b76d00,2026-02-22,2026-03-20,False,Práca z domu,5 EUR/hod.,Anglický jazyk - Mierne pokročilý (B1),"Študent strednej školy, Študijné odborné vzdelanie",,"n8n, AI nástroje, Claude code, Antigravity",Práca z domu,"Short-term, internship, stáž",,,,
5238534,E-Commerce Operations Coordinator with German language,"HENKEL SLOVENSKO, spol. s r.o.",https://www.profesia.sk/praca/henkel-slovensko/O5238534?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-05,False,Bratislava,1500 EUR gross/month,"English: B2, German: B2",,,,Hybrid,Full-time,,,,
5238530,Projektový a produktový manažér - super truper multitasker,MacMike VAT s.r.o.,https://www.profesia.sk/praca/macmike-vat/O5238530?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,Košice,1300 - 2800 EUR gross/month,English: B2,"Bachelor, Master",,,Full-time,Full-time,5+ years,,,
5238531,Customer Success & Support Manager,Allfred,https://www.profesia.sk/praca/allfred/O5238531?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-02-26,False,Bratislava,1800 EUR gross/month,"English: B2, Slovak: C2",Bachelor's degree or higher,,"Intercom, content or email marketing tools",Hybrid from Bratislava or fully remote,Full-time or part-time,1-3 years,,,
5238521,Supply Chain Analyst,PRO Business Solutions s.r.o.,https://www.profesia.sk/praca/pro-business-solutions/O5238521?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,Levice,2050 EUR gross/month,English: B2,"Bachelor, Master",,"Microsoft Excel, SAP",Home-Office 1-2 days/week,Full-time,2 years,,,
5238516,Monitoring špecialista/špecialistka,ManpowerGroup Slovensko s.r.o.,https://www.profesia.sk/praca/manpowergroup-slovensko/O5238516?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,Žilina,1800 EUR gross/month,,"Bachelor, Master, PhD",,"Centreon, Zabbix, Grafana, Prometheus, PowerShell, Bash",Full-time,Full-time,,,,
5238509,Programátor výrobných liniek | Elektronická výroba | Greenfield projekt,"Talent Solutions, s.r.o.",https://www.profesia.sk/praca/talent-solutions/O5238509?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-11,False,Trnava,2200 EUR gross/month,English: B2,"Bachelor, Master",,,On-site with home office,Full-time,3-5 years,,,
5238507,"AI Business Analyst, Senior/Expert (f/m)","Slovak Telekom, a.s.",https://www.profesia.sk/praca/slovak-telekom/O5238507?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-09,False,Bratislava,4000 EUR gross/month,"English: B2, Czech/Slovak","University degree in Business, Economics, Computer Science, or related field",,"Power BI, Microsoft Fabric",Full-time with home office option,Full-time,5-7 years,,,
5238503,MS Dynamics 365 (F&O) Developer,Fpt Slovakia s.r.o.,https://www.profesia.sk/praca/fpt-slovakia/O5238503?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,"Košice, Bratislava, Prague",3000 EUR gross/month + variable,English: Fluent,,"X++, C#","Microsoft Dynamics 365 Finance & Operations, Azure DevOps, Power Platform","Remote work, 100% remote or modern offices",Full-time,3-5+ years,,,
5238467,Data Analytik/čka medior,"codium, s.r.o.",https://www.profesia.sk/praca/codium/O5238467?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,Žilina,2000-3500 EUR gross/month,,Bachelor,"Python, SQL","Power BI, MS SQL Server, PostgreSQL",Hybrid,Full-time,0-1 years,,,
5238483,Android developer,"codium, s.r.o.",https://www.profesia.sk/praca/codium/O5238483?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,Žilina,1800 - 2400 EUR gross/month,English: B1,Bachelor,"Kotlin, Java","Android SDK, Android Jetpack, Compose, Firebase, Google Services GCM, REST API, JSON, XML, Retrofit, Hilt, Koin, coroutines, Git, Figma",Hybrid,Full-time,3-5 years,,,
5238471,Web Developer / CMS Specialist (.NET),Grafton Slovakia s.r.o.,https://www.profesia.sk/praca/grafton-slovakia/O5238471?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,Bratislava,1700 EUR gross/month,English: B2/C1,,"C#, .NET, ASP.NET MVC","Sitecore, Git, Azure",Home-Office (50%),Full-time,5+ years,,,
5238470,Linux/Windows Systems Administrátor,Grafton Slovakia s.r.o.,https://www.profesia.sk/praca/grafton-slovakia/O5238470?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,Bratislava,2500 EUR gross/month,,,"Linux, Windows",,"Hybrid (2 days in office, 3 days work from home)",Full-time,,,,
5238449,"Programátor, IT špecialista","MACRO Components, s. r. o.",https://www.profesia.sk/praca/macro-components/O5238449?search_id=f44c0bb4-b993-430b-aa8b-950ff33e456d,2026-02-22,2026-03-20,False,Žilina,2000 EUR gross/month,English: B1,High School with Diploma,"React Native: Advanced, JavaScript: Advanced, PHP: Advanced, MySQL/Maria DB: Advanced, HTML: Advanced, CSS: Advanced, Angular JS: Intermediate, Apache2 Server: Advanced, Reset API: Advanced, Flutter: Basic",Apache Server,Home-Office,"Full-time, Short-term, Half-time",3 years,,,
5238418,Manažér/ka digitálnej transformácie,TRIGON Consulting s.r.o.,https://www.profesia.sk/praca/trigon-consulting/O5238418?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Banskobystrický kraj,2500 EUR gross/month,,"Bachelor, Master, PhD",,,Full-time,Full-time,5+ years,,,
5238444,IT Solutions Architect,ManpowerGroup Slovensko s.r.o.,https://www.profesia.sk/praca/manpowergroup-slovensko/O5238444?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Žilinský kraj,3200 EUR gross/month,English: B2,"Bachelor, Master",,,Home-Office,Full-time,,,,
5238433,Junior System Support,Grafton Slovakia s.r.o.,https://www.profesia.sk/praca/grafton-slovakia/O5238433?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Bratislava,1500 EUR gross/month,English: B2,,,MS Excel,,Full-time,,,,
5238427,Employee Central Compensation Specialist,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5238427?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-25,True,Košice,2200 EUR gross/month,"English: Mandatory, German: Optional",,,"Employee Central, SAP HCM",Remote work,Full-time,5+ years,,,
5238230,Junior programátor,MrCode s.r.o.,https://www.profesia.sk/praca/mrcode/O5238230?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-05,False,Nitra,1100-1400 EUR gross/month,English: B2,High School with Diploma,"C#, JavaScript, .NET, SQL",,"Full-time, Short-term, On-site with home office","Full-time, Short-term",0-1 years,,,
5238420,Junior elektrotechnik pre výrobu,PRO Business Solutions s.r.o.,https://www.profesia.sk/praca/pro-business-solutions/O5238420?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Sereď,1500 EUR gross/month,English: B2,High School with Diploma,,"EPLAN, TIA Portal, Studio 5000, TwinCAT",On-site,Full-time,0-1 years,,,
5238417,Lead Data Engineer (Product),IT-Impulse s. r. o.,https://www.profesia.sk/praca/it-impulse/O5238417?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Remote,3000 EUR gross/month,English: B2,Master's degree,"Python, SQL",Microsoft Fabric,Home-Office,Full-time,5+ years,,,
5238402,Analytik v oblasti realitných transakcií - 365.invest (m/ž),365.bank,https://www.profesia.sk/praca/365-bank/O5238402?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-16,False,Bratislava,2000 EUR gross/month,English: B2,"Bachelor in Finance, Banking, Investments or Economics",,"MS Excel, MS PowerPoint",Full-time,Full-time,1-3 years,,,
5238400,Senior DevOps Engineer + Sign on Bonus 3000 eur,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5238400?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-25,True,Košice,2600-2600 EUR gross/month,,,,"Terraform, Terragrunt, GitLab, Helm",Remote work,Full-time,5+ years,,,
5238399,Junior Software Developer (Full-stack or Backend),IT-Impulse s. r. o.,https://www.profesia.sk/praca/it-impulse/O5238399?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Remote work,1500 EUR gross/month,English: B2,University education (Bachelor's degree),"C#, .NET, Angular 10, SQL",,Home-Office,Full-time,1-3 years,,,
5238390,Junior C++ Developer,"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O5238390?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Košice,2000 EUR gross/month,English: B1,Bachelor in Informatic Information Technology,"C, C++","Git, Docker, Python",Home-Office,Full-time,,,,
5238357,Backend Developer / Web Application Engineer,Univerzita Mateja Bela v Banskej Bystrici,https://www.profesia.sk/praca/univerzita-mateja-bela-v-banskej-bystrici/O5238357?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Banská Bystrica,,"{'Language': 'English', 'Level': 'B2'}","Bachelor, Master, PhD","PHP, Symfony","Docker, Git, CI/CD",Hybrid,Full-time,,,,
5238353,Azure DevOps Špecialist(k)a,UNIQA,https://www.profesia.sk/praca/uniqa/O5238353?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Bratislava,3100 EUR gross/month,English: B2,High School with Diploma,,"Azure DevOps, Terraform, PowerShell, Bash, GitLab CI, Jenkins",On-site,Full-time,3-5 years,,,
5238214,Dátový špecialista/špecialistka,OVB Allfinanz Slovensko a. s.,https://www.profesia.sk/praca/ovb-allfinanz-slovensko/O5238214?search_id=7b553982-5ccd-4873-8465-3740d7cf2a94,2026-02-22,2026-03-20,False,Bratislava,1800 EUR gross/month,"English: B1, German: B1","Bachelor, Master",,"Microsoft Office 365, SQL, Microsoft Excel",Hybrid,Full-time,0-1 years,,,
